,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
149,John Mayer,The Search for Everything - Wave Two,Emoji of a Wave,7pYdMupCkVcwZ6kOKmWFfj,0.494,0.36,11,-8.916,1,0.028,0.00111,0.158,0.183,165.759,239213,4
150,Ray LaMontagne,Ouroboros,Part Two - In My Own Way,3S3siqFECq9XTgLHSGF1no,0.547,0.278,6,-10.676,1,0.0296,0.174,0.132,0.0615,125.755,396307,4
151,Portishead,Roseland NYC Live,Sour Times - Live,5IdRnW0NJdKBolaTmMF7Ux,0.292,0.677,1,-5.245,0,0.0307,3.1e-05,0.701,0.202,80.632,319160,4
152,Phoria,Saving Us a Riot,Saving Us a Riot,2n1mukIntnIGBzhf8Ifkr2,0.487,0.157,3,-15.193,0,0.0312,0.145,0.116,0.0671,129.483,256766,4
153,Steven Wilson,Transience,Happy Returns (Edit),5efEtCrb9v9OKlQ3u4pYAR,0.556,0.445,4,-12.484,0,0.0288,0.0022,0.328,0.225,138.981,311638,4
154,The Paper Kites,twelvefour: outtakes,Holes,4fpAxDV1fhSHMotzyKkFhz,0.526,0.318,1,-13.514,1,0.028,0.347,0.103,0.162,79.981,268933,3
155,Incubus,Morning View,Aqueous Transmission,5M67k54BVUDADZPryaqV1y,0.415,0.456,9,-12.082,1,0.0352,0.763,0.178,0.0935,151.937,466560,4
156,Radiohead,The King Of Limbs,Codex,4sLGaMl33I6mcsk7u4xHAU,0.327,0.128,2,-17.536,0,0.0301,0.76,0.13,0.0648,58.993,287067,4
157,Porcupine Tree,The Incident,Time Flies,3ai3l4GIofDQPcxrAoZiPs,0.509,0.574,5,-9.957,1,0.0288,0.209,0.158,0.151,130.693,700640,4
158,John Mayer,Battle Studies,Who Says,0HLWvLKQWpFdPhgk6ym58n,0.584,0.509,2,-13.109,1,0.0287,0.00252,0.36,0.367,90.457,175480,4
159,John Denver,John Denver's Greatest Hits,"Leaving, On a Jet Plane - ""Greatest Hits"" Version",1qYsHkUBFSRrGEQqkogO6U,0.438,0.213,7,-12.311,1,0.0319,0.0,0.0809,0.666,121.359,244600,4
160,Damien Rice,O,The Blower's Daughter,4B2lJinAkeNLSJjcq3dg8Q,0.342,0.2,4,-13.569,1,0.0324,0.000153,0.341,0.0743,133.113,286653,4
161,The Pineapple Thief,Where We Stood (In Concert),Tear You Up - Live @ Islington Assembly Hall,3BeVgJJOBTEvlHchz1zPrf,0.539,0.677,11,-10.53,0,0.0293,0.00148,0.925,0.431,139.972,300943,4
162,John Mayer,Continuum,I'm Gonna Find Another You,0bYDebBlQxsDR4hCgbbpOW,0.517,0.344,9,-9.925,1,0.0303,0.00809,0.0763,0.279,75.285,163027,3
163,Radiohead,A Moon Shaped Pool,Identikit,3LhtqibvTtjOUrzKs7Vsz1,0.692,0.458,11,-9.461,0,0.0403,0.516,0.136,0.35,150.695,266644,4
164,The Killers,Direct Hits,All These Things That I've Done,4yyMjJrrjaDRXyIoM4JbbC,0.546,0.754,6,-5.04,1,0.0415,1.57e-05,0.136,0.187,118.266,303213,4
165,RADWIMPS,君の名は。,かたわれ時,08NKLJpiQO9kGuq9oBCzDE,0.557,0.142,5,-14.1,1,0.0451,0.932,0.0937,0.218,129.931,167387,4
166,Alexi Murdoch,Four Songs,Orange Sky,0Y1fueUFu8jQtUxdUmOojf,0.685,0.15,2,-20.543,1,0.039,0.0461,0.1,0.125,124.956,379520,4
167,Radiohead,The Bends,Fake Plastic Trees,045sp2JToyTaaKyXkGejPy,0.454,0.229,2,-12.592,1,0.0297,0.102,0.202,0.134,73.552,290707,4
168,Steven Wilson,Hand Cannot Erase,Routine,5cxmpBhMn4Wxs4ZyHLv4mR,0.374,0.254,2,-14.25,1,0.0381,0.12,0.125,0.0628,123.859,538048,5
169,Deep Blue Something,Home,Breakfast At Tiffany's,1uzWOoJdADfstQuFtQFTUn,0.622,0.829,2,-5.548,1,0.029,0.0,0.0954,0.539,110.367,257373,4
170,Muse,Dig Down,Dig Down,7JhTr0G0gr3ESY3B9uqPi4,0.325,0.418,0,-6.052,1,0.0582,0.000335,0.158,0.197,190.738,228141,3
171,John Mayer,The Search for Everything - Wave One,You're Gonna Live Forever in Me,2uuupTirBvf7iQ8mWN7v1O,0.509,0.132,7,-14.004,1,0.0322,0.0025,0.135,0.306,136.968,189320,4
172,Gorillaz,Humanz (Deluxe),Busted and Blue,04zxGiXcmNQ0m9oDXtwo18,0.183,0.458,2,-9.651,0,0.0459,0.776,0.355,0.0661,69.352,277053,4
173,David Hirschfelder,Legend of the Guardians: The Owls of Ga'Hoole (Original Motion Picture Soundtrack),To the Sky,5G68puTBJzWYtd4pjqGtKg,0.497,0.624,11,-9.065,1,0.0825,2.31e-06,0.119,0.925,175.007,219107,4
174,John Mayer,Where the Light Is: John Mayer Live In Los Angeles,"Free Fallin' - Live at the Nokia Theatre, Los Angeles, CA - December 2007",4LloVtxNZpeh7q7xdi1DQc,0.315,0.296,5,-13.262,1,0.0317,0.0,0.702,0.436,172.638,263573,4
175,Radiohead,I Promise,I Promise,1aPrwxqdKoGZDi679Ldxla,0.441,0.435,11,-8.457,0,0.0261,0.0974,0.0982,0.487,155.19,239227,3
176,Boy Kill Boy,Civilian (International Version),Suzie,06l3w5DRH3LmOmOtpWKRmN,0.445,0.925,2,-4.146,1,0.0986,0.0,0.289,0.558,150.969,199933,4
177,Steven Wilson,Transience,Lazarus (2015 Recording),1TUdpDRzVEp3SGAnmoZzJD,0.484,0.411,9,-11.987,1,0.0265,0.0172,0.0693,0.231,85.989,237869,4
178,Jet,Get Born,Look What You've Done,0ZSmRnXnP5fdANtVlCok1g,0.398,0.547,0,-6.846,1,0.0261,0.00143,0.146,0.305,73.396,230880,4
179,John Mayer,Heavier Things,Something's Missing,4ibzxSKw3a6rtIorruN5GO,0.545,0.899,1,-3.41,0,0.0302,0.000581,0.131,0.531,152.027,304440,4
180,The Killers,Direct Hits,Just Another Girl,3aVyHFxRkf8lSjhWdJ68AW,0.547,0.778,1,-4.529,1,0.0276,0.0136,0.138,0.16,136.98,262000,4
181,John Mayer,Where the Light Is: John Mayer Live In Los Angeles,"I'm Gonna Find Another You - Live at the Nokia Theatre, Los Angeles, CA - December 2007",3oGRjCpV07tCM5mrYv6iQA,0.392,0.456,9,-9.679,1,0.0424,0.0651,0.674,0.36,143.591,340627,3
182,Down Like Silver,Down Like Silver,Wolves,2ipqN7tzkhPCSFtJtr2EE0,0.577,0.224,7,-13.99,0,0.0336,0.0355,0.108,0.088,72.097,272080,4
183,Shankar-Ehsaan-Loy,Wake Up Sid (Original Motion Picture Soundtrack),Iktara,3jtKSUiVDowKNBqVQbWaig,0.616,0.525,7,-7.065,1,0.0258,0.000484,0.309,0.427,79.976,253773,4
184,Brolly,Wolfe,Fragile,7lJPRbdzxBTWWUwPh3jIeP,0.55,0.313,1,-10.646,1,0.028,0.00204,0.153,0.139,146.066,242872,4
185,Magic Man,Before the Waves,Honey,52h6tJhAz9MDyS8MSIDeIP,0.392,0.754,3,-8.721,0,0.035,0.0145,0.097,0.454,179.026,223507,4
186,Sea Wolf,Old World Romance,Old Friend,3pvTrpsqbBF3OduTOPOkii,0.658,0.647,7,-8.157,1,0.029,0.00019,0.0837,0.823,147.419,237160,4
187,Steven Wilson,The Raven That Refused to Sing (and Other Stories),The Raven That Refused to Sing,69WzNkdbqaJEK6XanOkB4P,0.288,0.228,5,-13.07,1,0.0332,0.338,0.0621,0.0653,137.046,477104,4
188,Ray LaMontagne,Ouroboros,Part Two - Another Day,2kakU4Q10eNd0LsLqrv9hF,0.456,0.25,6,-15.872,1,0.0328,0.073,0.111,0.0629,127.45,185627,4
189,Portishead,Dummy,Roads,2sW8fmnISifQTRgnRrQTYW,0.607,0.294,5,-11.836,1,0.0764,0.162,0.106,0.192,76.083,303973,4
190,Steven Wilson,Hand Cannot Erase,Perfect Life,7GVrWak6y01P1t8bwbZW8e,0.608,0.528,4,-13.55,0,0.0294,0.651,0.0901,0.695,143.996,283750,4
191,Various Artists,Coke Studio Season 7,Za Sta Pashan Na Yam,1OARBt5sueOaX2WxGAY31Y,0.42,0.94,2,-4.996,1,0.0623,0.0934,0.266,0.357,105.014,367946,4
192,The Killers,Direct Hits,Spaceman,2947Y07If3YbnD7Jqnu5Pm,0.525,0.923,4,-4.293,1,0.0566,0.000523,0.105,0.815,152.026,285347,4
193,The Pineapple Thief,Where We Stood (In Concert),Alone at Sea - Live @ Islington Assembly Hall,1Mn7Mg6eXCmnMkyWtr6KVw,0.526,0.742,2,-10.452,0,0.0347,0.0129,0.884,0.66,94.998,335092,4
194,Benjamin Francis Leftwich,After The Rain,Just Breathe,7H5cTOYZK4q2R8tS3BjAVR,0.624,0.574,9,-8.123,1,0.0275,0.000157,0.118,0.362,118.024,228093,4
195,Arctic Monkeys,Favourite Worst Nightmare (Standard Version),Fluorescent Adolescent,7e8utCy2JlSB8dRHKi49xM,0.646,0.813,6,-5.29,0,0.0288,2.26e-05,0.144,0.821,112.115,173493,4
196,Red Hot Chili Peppers,The Getaway,Dark Necessities,2oaK4JLVnmRGIO9ytBE1bt,0.7,0.742,5,-6.777,0,0.0716,0.0199,0.11,0.197,91.959,302000,4
197,Radiohead,In Rainbows,Weird Fishes/ Arpeggi,4Iyo50UoYhuuYORMLrGDci,0.538,0.61,11,-8.027,0,0.0392,0.749,0.0909,0.199,152.999,318187,4
198,Avid Dancer,Be with You,Be with You,0TdZYJHVlkv72EYuxaYt7X,0.439,0.491,0,-11.296,1,0.0344,0.00284,0.09,0.155,172.243,227241,4
199,The Milk Carton Kids,Prologue,Michigan,0WkJWnMCumm1fnFscdY7Rw,0.554,0.235,10,-14.609,1,0.0342,0.00328,0.114,0.232,121.836,330772,4
200,Panic! At The Disco,Death of a Bachelor,Death of a Bachelor,1BECwm5qkaBwlbfo4kpYx8,0.462,0.538,0,-5.527,1,0.059,0.0,0.429,0.405,139.256,203507,4
201,Julian Lage,Modern Lore,Splendor Riot,5Xuu9kwHAGotrxCQmfrmwX,0.65,0.319,5,-10.907,1,0.0341,0.876,0.115,0.229,81.983,236679,4
202,a-ha,Hunting High and Low,Take on Me,2WfaOiMkCvy7F5fcp2zZ8L,0.573,0.902,6,-7.638,0,0.054,0.00125,0.0928,0.876,84.412,225280,4
203,John Mayer,Born and Raised,The Age of Worry,1RywwImkBFUEVcRTBmw7vL,0.508,0.362,7,-9.24,1,0.0251,4.48e-05,0.146,0.294,67.339,157587,4
204,Blackfield,Blackfield,Pain,5Mm9rH5Vpa4eJ1IyRw9T32,0.458,0.531,4,-8.088,0,0.0272,0.00399,0.0905,0.341,158.987,227773,4
205,City and Colour,Sometimes,"Hello, I'm In Delaware",1PUh1GENlvlgu0dW28I6tY,0.261,0.458,6,-6.895,1,0.0307,0.00152,0.0854,0.388,198.695,345013,3
206,Red Hot Chili Peppers,The Getaway,The Getaway,3bIQIx7hveYPQDdhjZ1kcq,0.797,0.642,0,-8.082,1,0.0725,1.19e-05,0.371,0.667,113.999,250387,4
207,blink-182,California,Home Is Such A Lonely Place,7fYOZjdpOv8dBtzPnXysOG,0.331,0.672,2,-5.679,1,0.0324,1.47e-06,0.111,0.211,115.001,201480,4
208,Radiohead,In Rainbows,Reckoner,56Z7hbyMrndw1naxb6I5Oi,0.518,0.656,4,-7.438,0,0.0264,0.156,0.0679,0.203,104.282,290213,4
209,Black Mountain,IV,Space to Bakersfield,1iqd4ySTUyrSPCJDvRu4AR,0.276,0.652,11,-9.918,0,0.0373,0.943,0.0993,0.119,74.448,544070,4
210,Andrew McMahon in the Wilderness,Andrew McMahon In The Wilderness,Rainy Girl,42tEPGKhxm0te2QJ8B5lOT,0.406,0.316,8,-9.054,1,0.0306,0.0,0.098,0.443,84.681,179393,4
211,The xx,I See You (Deluxe),Seasons Run,2hYwDaO91sbawS7qmrfI52,0.57,0.668,11,-7.212,1,0.0293,0.0138,0.195,0.317,107.012,260292,4
212,Parachute,Wide Awake,When You Move,3RgHxIGSMRy7o0zj9eobrf,0.535,0.373,4,-14.093,1,0.0295,0.00551,0.134,0.376,86.959,240973,4
213,Cake,Fashion Nugget,The Distance,0xMEF2WiqKWTIG7Krjungw,0.463,0.749,11,-8.118,0,0.0891,0.00219,0.0558,0.888,183.048,179653,4
214,The Kooks,Inside In / Inside Out,She Moves In Her Own Way,2SGBEDwsOAOAHrrdAd304i,0.431,0.81,7,-5.379,1,0.066,0.0,0.0906,0.795,76.412,169307,4
215,Red Hot Chili Peppers,The Getaway,Goodbye Angels,2XTkpF9T2PKvcLgamGJGx1,0.365,0.804,9,-5.922,0,0.105,6.58e-05,0.15,0.577,171.597,268733,4
216,Blackfield,IV,X-Ray,5m5k9TlT53VAcFbB6aU7RQ,0.452,0.397,5,-8.717,1,0.0284,0.429,0.0798,0.382,135.033,156939,4
217,Radiohead,In Rainbows,Bodysnatchers,4m0Vgr48VFaMYw0Sp1ozJu,0.343,0.977,2,-4.993,1,0.0579,0.0197,0.0948,0.727,166.664,242293,4
218,City and Colour,Sometimes,Comin' Home,0SwUDplbBp66rM5sMC0eD7,0.654,0.539,6,-5.828,0,0.0309,0.0,0.12,0.392,122.923,305413,4
219,Various Artists,The Magic Strings Of Frankie Presto: A Musical Companion,"I Want To Love You - From ""The Magic Strings Of Frankie Presto: The Musical Companion""",46tSOd2jdHqfkK0E1hSlpm,0.59,0.912,11,-5.727,0,0.0376,0.000367,0.324,0.587,140.085,171227,4
220,Panic! At The Disco,A Fever You Can't Sweat Out,I Write Sins Not Tragedies,4bPQs0PHn4xbipzdPfn6du,0.569,0.83,9,-4.106,0,0.14,0.0,0.114,0.609,170.094,186635,4
221,half•alive,still feel.,still feel.,60T6dfF5Q7KL2ujEefzoCE,0.779,0.525,10,-5.756,0,0.0487,0.0,0.0675,0.698,120.018,247438,4
222,Dan Salvato,Doki Doki Literature Club! (Original Soundtrack),Your Reality,65X2rKeXgVceqex382wfuL,0.743,0.206,0,-16.92,1,0.0328,0.042,0.195,0.608,105.005,181428,4
223,Porcupine Tree,Arriving Somewhere,Trains - Live,6qxYdsNzbFv5Pp6ohkWFA6,0.243,0.673,2,-10.736,1,0.0476,0.0361,0.846,0.292,95.821,438947,4
224,Limbo,Holo,Airplane Mode,57ifn7s0IPnqCgXXHXQCHL,0.665,0.373,7,-10.631,1,0.158,0.118,0.108,0.07,119.905,164113,4
225,Bill Frisell,Guitar in the Space Age,Surfer Girl,2Ksw2QttWAoNr9Tkz7IXKA,0.361,0.331,2,-12.154,1,0.0275,0.883,0.188,0.194,173.666,254107,3
226,Blackfield,Blackfield V,How Was Your Ride?,3PdGo4sFT5LqlmLaPCxEzB,0.507,0.415,4,-11.609,0,0.0302,0.000793,0.14,0.176,123.929,238548,4
227,Lucy Rose,Like I Used To (Deluxe Edition),Shiver,1ODA4mZMaoBzT1TbPBW8B1,0.423,0.183,9,-13.517,1,0.0344,4.25e-05,0.104,0.142,122.341,233013,3
228,Mad Season,Above (Deluxe Edition),Wake Up,5xhQOnyRJfRywbEwpkgoTy,0.339,0.276,7,-10.746,1,0.0285,0.00906,0.1,0.308,83.181,456027,4
229,Blur,The Magic Whip,Ghost Ship,61JDaStnXY3vbaEjliB5WA,0.803,0.722,2,-6.421,1,0.0377,0.00264,0.0763,0.857,139.981,299133,4
230,White Moth Black Butterfly,Atone,The Serpent,7oJzQlgAMAJaSEFkx5p0G0,0.327,0.451,0,-13.461,0,0.0296,0.00491,0.177,0.432,95.028,236507,4
231,Julian Lage,Arclight,Nocturne,7BQVhWw9GR1Up3eKQrYFlI,0.486,0.48,1,-8.643,1,0.0262,0.802,0.09,0.215,107.282,199015,4
232,The Paper Kites,On the Corner Where You Live,Deep Burn Blue,0ySZOAaEFX3NxykNIsFsEO,0.556,0.81,9,-5.972,0,0.0336,0.623,0.13,0.158,110.011,279480,4
233,Cake,Comfort Eagle,Short Skirt / Long Jacket,3OOFEF20WqtsUPcRbPY3L7,0.778,0.899,2,-6.552,1,0.0451,0.0345,0.0263,0.881,119.995,204133,4
234,TOTO,Toto IV,Africa,2374M0fQpWi3dLnB54qaLX,0.671,0.373,9,-18.064,1,0.0323,7.95e-05,0.0481,0.732,92.717,295893,4
235,Arctic Monkeys,AM,Do I Wanna Know?,5FVd6KXrgO9B3JPmC8OPst,0.548,0.532,5,-7.596,1,0.0323,0.000263,0.217,0.405,85.03,272394,4
236,Blackfield,Blackfield,Blackfield,71lboXdN743zXxlfrsOSC1,0.409,0.739,11,-5.515,0,0.0287,0.000992,0.177,0.111,81.923,246960,4
237,Red Hot Chili Peppers,Stadium Arcadium,Hard to Concentrate,37kTASujIfZZ27NV7PfIrf,0.641,0.502,7,-7.334,1,0.0251,4.35e-06,0.311,0.326,105.634,241840,4
238,Bryan Adams,Reckless (30th Anniversary / Deluxe Edition),Run To You,2RWFncSWZEhSRRifqiDNVV,0.561,0.811,4,-6.157,1,0.0265,3.6e-05,0.287,0.635,126.593,233270,4
239,Various Artists,The Magic Strings Of Frankie Presto: A Musical Companion,"You Are Gone and I Am Here (Frankie's Final Song) - From ""The Magic Strings Of Frankie Presto: The Musical Companion""",6kXfUwNa4WjoF75m9xc6eA,0.575,0.132,10,-15.186,1,0.0408,0.0016,0.109,0.385,134.665,221693,3
240,Porcupine Tree,Deadwing,The Start of Something Beautiful,4Dx3aH0Dx9cH06fZpMrIEb,0.536,0.594,9,-6.29,0,0.0309,0.775,0.657,0.226,159.995,459947,3
241,Tame Impala,Currents,Let It Happen,2X485T9Z5Ly0xyaghN73ed,0.602,0.881,1,-5.875,0,0.0443,0.0266,0.111,0.577,125.012,467587,4
242,Broken Bells,After the Disco,The Changing Lights,1TefJ43egrnGQfvBvAcZvQ,0.668,0.764,4,-7.051,0,0.0373,0.0352,0.183,0.886,133.059,228547,4
243,Fazerdaze,Morningside,Jennifer,6uFXA44CcLLWbNY5kYSOK6,0.669,0.393,4,-10.931,1,0.0242,9.08e-06,0.189,0.702,105.072,240736,4
244,Above & Beyond,Acoustic,Satellite / Stealing Time,7fBKJ3CxmG1LQHexTIY7g7,0.39,0.381,9,-10.525,0,0.0295,2.52e-05,0.111,0.122,132.917,304984,4
245,Panic! At The Disco,Death of a Bachelor,LA Devotee,2fmCA13dwQQOGBIbIOWRiJ,0.49,0.848,9,-5.05,1,0.0645,8.49e-06,0.0665,0.698,175.998,196520,4
246,Blackfield,Blackfield II,My Gift of Silence,5lwZSn1dQGVQl7yFYkwNk8,0.567,0.518,1,-7.415,0,0.0285,0.549,0.0935,0.207,129.957,245080,3
247,John Mayer,New Light,New Light,3bH4HzoZZFq8UpZmI2AMgV,0.828,0.689,7,-7.878,1,0.0326,0.0384,0.0808,0.853,123.931,216015,4
248,Phoenix,Wolfgang Amadeus Phoenix,Lisztomania,6ZrlXT6mUMEgomN128iekU,0.642,0.808,0,-6.406,1,0.0463,0.00829,0.547,0.273,97.565,241640,4
249,The Paper Kites,twelvefour: outtakes,Breathing Fighting Love,599JfYsFaHEgjZCK0mMyll,0.624,0.519,11,-10.047,1,0.0324,0.371,0.0981,0.39,129.017,200733,4
250,Atta Boy,Out of Sorts,Walden Pond,6fitB3zIBx8UybcuZg2ADv,0.602,0.466,5,-11.393,1,0.108,0.000651,0.0964,0.0351,96.304,282173,4
251,Husky,Bedroom Recordings (Acoustic),Let It Happen - Cover Version,0h4YqF5lhnFalQMTW81eft,0.535,0.307,7,-9.699,0,0.0298,0.000804,0.248,0.222,118.917,264712,4
252,Made in Heights,MADE IN HEIGHTS,Viices,42twUZKT8EXrlCn86ivbr0,0.668,0.555,8,-9.863,1,0.0473,0.0399,0.0729,0.65,139.97,229465,4
253,Cake,Fashion Nugget,Frank Sinatra,5OLjhk2db14wAFMmWjrxGw,0.679,0.513,7,-9.2,1,0.0417,0.0242,0.177,0.554,114.225,241027,4
254,Julian Lage,Modern Lore,Atlantic Limited,3WRlqRyooIJA6wPl8Nqzvq,0.592,0.345,7,-11.562,1,0.0306,0.921,0.1,0.369,128.119,231174,4
255,Oren Lavie,Her Morning Elegance,Her Morning Elegance,2oXNd0bWWYmljDxf4s3SS9,0.57,0.364,3,-12.02,1,0.0355,0.000146,0.11,0.566,119.578,213987,4
256,Muse,The 2nd Law,Panic Station,1tjHKKI0r82IB5KL29whHs,0.671,0.766,2,-3.1,1,0.0378,0.000154,0.159,0.726,104.99,184200,4
257,Blackfield,Blackfield,Open Mind,3jxCXdSqhJ1E8P1KXrTOI0,0.415,0.287,2,-9.913,1,0.0303,0.0192,0.0863,0.135,139.575,230533,4
258,Red Hot Chili Peppers,By the Way (Deluxe Edition),By the Way,1f2V8U1BiWaC9aJWmpOARe,0.451,0.97,0,-4.938,1,0.107,0.00355,0.102,0.198,122.444,216933,4
259,The Kooks,She Moves In Her Own Way (Acoustic),She Moves In Her Own Way - Acoustic,7q76TGvuub6laUZmSKYDnN,0.661,0.6,7,-6.766,1,0.0323,6.02e-06,0.0888,0.325,129.91,207664,4
260,Panic! At The Disco,All My Friends We're Glorious: Death of a Bachelor Tour Live,"Death of a Bachelor - Live at Amway Center, Orlando, FL, 4/14/2017",3VxIsNkzxWQA8sPUT13qeb,0.377,0.807,0,-5.452,1,0.0932,0.0,0.99,0.312,139.611,207672,4
261,John Mayer,The Search for Everything,In the Blood,77Y57qRJBvkGCUw9qs0qMg,0.546,0.657,8,-6.526,1,0.0255,1.03e-05,0.0983,0.52,80.007,243667,4
262,The Boxer Rebellion,Ocean by Ocean,Let's Disappear,3ou2ZBwW6VTa87DUcCFzEe,0.669,0.878,1,-6.594,1,0.0378,0.501,0.116,0.465,120.006,257813,4
263,Ally Kerr,Calling Out To You,The Sore Feet Song,2aDi7Lxx2z76E1K6CupJzw,0.38,0.284,11,-8.995,1,0.028,0.0,0.129,0.296,110.183,185293,3
264,Lenny code fiction,Make my story,Make My Story,07X9vVzKciQRl5wkfM1Jre,0.522,0.944,1,-3.154,1,0.0734,0.0,0.565,0.684,132.065,268627,4
265,City and Colour,Little Hell,Northern Wind,4RKmDTLaxvJPmzJEXUHVtT,0.293,0.179,0,-13.919,1,0.0294,0.000317,0.115,0.256,163.819,255000,3
266,Blackfield,BLACKFIELD II,Once,3I1gQsMOsv2ggcM7gVV6KK,0.546,0.62,9,-6.591,1,0.0364,0.459,0.081,0.42,144.958,243387,4
267,Prune Deer,Chemistry,Lichen,3TntMP1vgzeLJAfDYdLBvv,0.64,0.577,5,-6.883,0,0.0371,9.77e-06,0.0815,0.22,119.929,130868,4
268,Oasis,(What's The Story) Morning Glory? (Deluxe Edition) [Remastered],Talk Tonight - Remastered,3C5s5kckS2pGDy1Y2y3jIo,0.369,0.407,4,-9.475,0,0.0243,1.85e-05,0.374,0.283,86.842,262747,4
269,Hippo Campus,Bashful Creatures,Suicide Saturday,0scQIzgcOhnmfqfOTpRUFH,0.443,0.719,5,-5.555,1,0.033,0.0,0.227,0.559,155.895,212885,4
270,White Lies,Friends,Don't Want to Feel It All,3dZRyA2uOYnX4ofoXlZjl4,0.322,0.729,1,-5.782,0,0.0363,0.276,0.144,0.297,159.243,258653,4
271,Bob Dylan,Highway 61 Revisited,Like a Rolling Stone,3AhXZa8sUQht0UEdBJgpGc,0.483,0.721,0,-6.836,1,0.032,0.0,0.189,0.562,95.261,369600,4
272,Radiohead,The Bends,High And Dry,5jafMI8FLibnjkYTZ33m0c,0.418,0.383,4,-11.782,1,0.0257,0.0177,0.0896,0.352,87.773,257480,4
273,Red Hot Chili Peppers,Californication (Deluxe Edition),Scar Tissue,1G391cbiT3v3Cywg8T7DM1,0.595,0.717,0,-4.803,1,0.0295,0.00274,0.108,0.547,88.969,215907,4
274,City and Colour,Bring Me Your Love (Special Edition),The Girl,1IFRVS4t1olI0XG9RBWdKH,0.404,0.542,10,-7.578,1,0.0349,7.21e-05,0.137,0.183,109.166,360107,4
275,Various Artists,The Magic Strings Of Frankie Presto: A Musical Companion,"No, No, Honey - From ""The Magic Strings Of Frankie Presto: The Musical Companion""",3NWBdB6cFyGV2Q8xlj2QYe,0.613,0.74,5,-5.122,0,0.057,7.17e-06,0.0744,0.88,108.823,177600,4
276,Cake,Prolonging the Magic,Never There,7aKWgpecgLEqisWcXPElDl,0.761,0.735,9,-8.171,0,0.043,0.0838,0.0917,0.592,125.815,164267,4
277,John Mayer,Born and Raised,A Face To Call Home,601913bnwOH19HblKXMr2d,0.529,0.375,2,-10.59,1,0.0247,3.29e-05,0.0861,0.275,136.071,285307,4
278,Blackfield,BLACKFIELD II,1000 People,6WEW39QnbHN9yw7nU4zXn6,0.607,0.314,7,-9.541,0,0.0253,0.2,0.0979,0.183,130.0,234453,4
279,Porcupine Tree,Stars Die (Remaster),Stars Die,2VK5BkqdDqLHVPWzp5ihCk,0.47,0.295,4,-15.254,0,0.0281,0.909,0.0836,0.218,87.067,307467,4
280,Mad Season,Above (Deluxe Edition),River of Deceit,5EUsI3LIV042IV5ydksV9y,0.455,0.29,0,-11.473,1,0.0288,0.00225,0.101,0.169,88.523,302907,4
281,Radiohead,OK Computer,Karma Police,3SVAN3BRByDmHOhKyIDxfC,0.36,0.505,7,-9.129,1,0.026,9.22e-05,0.172,0.317,74.807,264067,4
282,re:TYE,"Here and There (From ""Kino's Journey: The Beautiful World"")","Here and There (From ""Kino's Journey: The Beautiful World"")",41sFKXCCs1VvUhTLQ41KOw,0.671,0.814,5,-6.394,1,0.0286,0.0105,0.311,0.648,136.021,292850,4
283,The Black Skirts,Hollywood,Hollywood,4kqN6K6J1nM18zivvFLx8v,0.552,0.782,1,-8.082,0,0.0302,0.904,0.1,0.513,147.953,331000,4
284,The xx,I See You (Deluxe),I Dare You,0a0uLZhV1RcpiGy9ennJvb,0.752,0.543,1,-9.483,1,0.0398,0.0706,0.107,0.282,126.001,233280,4
285,Joywave,How Do You Feel Now?,Nice House,0GAvMukpDYssdZgMLsSuhx,0.549,0.754,5,-6.818,1,0.0489,0.0692,0.124,0.0475,134.988,340040,4
286,Lorde,Melodrama,Supercut,6K8VQ84MqhsoakN5MjrnVR,0.562,0.437,0,-10.229,1,0.052,2.18e-05,0.0806,0.15,124.852,277506,4
287,Elliott Smith,Either/Or: Expanded Edition,Pictures of Me - Live,2wMFRRLOnHwPJIszMVkUhi,0.471,0.299,3,-10.007,0,0.0635,0.0,0.127,0.285,139.664,238211,4
288,Tycho,Weather,Skate,566w1sloS9qx61zl7bN9GE,0.703,0.231,5,-13.094,0,0.0338,0.0207,0.103,0.421,97.07,187340,4
289,Various Artists,Barsuk Records Treats 2015,Water (feat. Rostam),79CB8J23CERN6uJzL2Ah9k,0.574,0.85,4,-4.297,1,0.0899,0.0,0.11,0.428,159.891,280333,4
290,Porcupine Tree,In Absentia,Trains,1HfVdg6TNKHtpsMPc07HTO,0.456,0.776,9,-6.999,0,0.0348,0.00975,0.148,0.223,174.261,358600,4
291,Troye Sivan,Bloom,Dance To This (feat. Ariana Grande),2NjO87HyT80fsgejd3PLYW,0.736,0.756,11,-7.099,1,0.047,0.00577,0.106,0.712,117.016,231847,4
292,Tycho,Weather,Pink & Blue,1TJqHWEHHQ7Z5mJ0P6rXqq,0.671,0.546,0,-10.9,1,0.0388,0.205,0.259,0.384,118.003,259166,4
293,Vansire,Nice to See You,Nice to See You,79OHuiNbjDmlz3xjYMNcaA,0.539,0.535,1,-9.717,1,0.0319,0.632,0.263,0.352,78.885,181678,4
294,Daft Punk,Random Access Memories,Motherboard,79koEJRtKOOGJ0VSAF3FMk,0.548,0.707,4,-14.902,0,0.0352,0.922,0.105,0.284,103.009,341653,4
295,The Kooks,Junk Of The Heart,Junk Of The Heart (Happy),5p50gxcAYYeWPrBVEPHgUt,0.604,0.894,2,-5.0,1,0.037,0.0,0.0299,0.901,145.017,187253,4
