name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Soul Alphabet,Captain Of None,Colleen,2015-04-07,"['ambient', 'art pop', 'compositional ambient', 'drone', 'electra', 'experimental pop', 'folktronica', 'fourth world', 'freak folk']",294256,51,0.644,0.324,7,-21.811,1,0.0502,0.928,0.963,0.0933,0.523,91.365,4
Let Go,Strangers,RAC,2014-01-01,"['alternative dance', 'chillwave', 'electropop', 'indie pop', 'indie poptimism', 'indietronica', 'metropopolis', 'nu disco', 'shimmer pop', 'vapor soul']",280120,54,0.746,0.84,5,-5.891,1,0.0331,0.0917,0.0156,0.351,0.734,110.0,4
Takeover,Takeover,Village,2012-11-16,"['neurostep', 'vapor twitch']",300830,38,0.722,0.736,11,-5.284,1,0.148,0.164,0.0043,0.101,0.758,150.028,4
Roses (feat. ROZES),Roses (feat. ROZES),The Chainsmokers,2015-06-16,"['dance pop', 'edm', 'electropop', 'pop', 'tropical house']",226738,75,0.713,0.802,4,-7.055,1,0.0561,0.0435,0.00377,0.309,0.343,100.001,4
Waiting Too Long,Waiting Too Long,Hippie Sabotage,2014-12-09,['edm'],157040,54,0.0,0.236,7,-13.909,0,0.0,0.962,0.000335,0.105,0.0,0.0,0
Sunshine,Down To Earth,Flight Facilities,2014-10-24,"['alternative dance', 'aussietronica', 'australian dance', 'australian indie', 'indie soul', 'indietronica', 'nu disco']",265013,45,0.838,0.624,8,-8.618,0,0.0933,0.42,0.00269,0.863,0.929,111.015,4
Moonlight,Past Life,Noble Oak,2016-05-06,"['chillwave', 'indie poptimism', 'vapor soul']",345945,19,0.627,0.695,2,-8.606,1,0.0326,0.303,0.378,0.0861,0.272,111.02,4
California Girls (NoMBe vs Sonny Alven) - Remix,California Girls (NoMBe vs Sonny Alven),NoMBe,2016-09-16,"['electropop', 'indie poptimism', 'indie soul', 'indietronica', 'modern alternative rock', 'modern rock', 'vapor soul']",187402,54,0.682,0.543,6,-10.529,0,0.0913,0.901,0.0542,0.0586,0.324,98.03,4
Due to Lies,Tora,Tora,2013-10-07,"['alternative r&b', 'indie soul', 'vapor soul']",165863,20,0.71,0.0757,7,-13.987,0,0.0315,0.48,0.277,0.11,0.188,139.009,4
Tuesday's Gone,Pronounced' Leh-'Nerd 'Skin-'Nerd,Lynyrd Skynyrd,1973-01-01,"['album rock', 'blues rock', 'classic rock', 'country rock', 'hard rock', 'mellow gold', 'rock', 'southern rock']",450226,65,0.232,0.615,9,-8.636,1,0.0295,0.0778,5.68e-06,0.0601,0.41,146.488,3
The Warm Touch Of The Spanish Sun,Romancia,Carmen Rizzo,2013,['ambient fusion'],267733,4,0.609,0.465,9,-12.244,1,0.0256,0.564,0.76,0.0925,0.0945,100.003,3
Gold,Gold,Bondax,2013-04-23,"['future garage', 'indie soul', 'new french touch', 'nu disco']",237693,35,0.677,0.552,2,-8.764,0,0.254,0.0716,0.000838,0.0847,0.275,177.827,4
Monster,Running,Nyxen,2016-11-14,['aussietronica'],218804,39,0.626,0.807,4,-7.081,0,0.0334,0.227,0.882,0.443,0.0436,105.029,4
Lava Glaciers (feat. Childish Gambino),Neon Icon,Riff Raff,2014-06-24,['trap'],232409,38,0.425,0.929,8,-6.085,0,0.402,0.691,1.37e-06,0.313,0.433,175.586,4
In the Summer - Original Mix,In the Summer,Mob Device,2014-04-14,[],216441,23,0.645,0.727,10,-4.923,1,0.0258,0.000348,0.564,0.131,0.297,100.011,4
Girls,How To Run Away,Slow Magic,2014-09-09,"['chillwave', 'future bass', 'gauze pop', 'indie dream pop', 'indietronica', 'vapor soul', 'vapor twitch']",271002,45,0.682,0.655,1,-6.426,0,0.065,0.21,0.0,0.158,0.354,101.024,4
Lost Tonight,Lost Tonight,Saje,2014-11-27,['new french touch'],198912,49,0.538,0.268,11,-10.783,0,0.0819,0.691,0.0411,0.089,0.223,79.681,4
California Dreaming (feat. Snoop Dogg & Paul Rey),California Dreaming (feat. Snoop Dogg & Paul Rey),Arman Cekin,2017-02-10,"['bass trap', 'pop edm']",198525,45,0.737,0.743,0,-6.281,0,0.0818,0.533,1.1e-06,0.147,0.276,100.038,4
When She Smiles (feat. Thomas Prime),Jazz Meditation,DJ Ezasscul,2010-10-19,"['ambeat', 'jazz boom bap']",245317,23,0.507,0.656,1,-10.21,1,0.0556,0.0838,0.882,0.228,0.39,93.016,4
Remember The Good Things,iii,Milosh,2008-09-28,"['glitch pop', 'indie electronica']",353920,26,0.667,0.687,0,-7.514,1,0.0361,0.559,0.384,0.0548,0.39,129.991,4
All I Really Need,For One to Follow,Vindata,2014-03-04,['vapor twitch'],354708,47,0.617,0.649,6,-8.245,0,0.0382,0.00274,0.0333,0.632,0.183,144.017,4
Get Good - Infinitefreefall Remix,Get Good (Infinitefreefall Remix),St. South,2015-01-15,['vapor soul'],286153,43,0.665,0.772,11,-5.285,1,0.0324,0.252,0.238,0.39,0.382,90.979,4
Devil Eyes,Providence,Hippie Sabotage,2016-02-05,['edm'],131271,82,0.391,0.396,1,-8.621,0,0.189,0.702,0.405,0.315,0.199,99.112,5
Wait For You,Wait For You,Dena Amy,2016-07-08,['aussietronica'],287213,20,0.702,0.666,0,-6.781,1,0.0312,0.281,0.000119,0.092,0.323,122.018,4
James Dean,James Dean,JR JR,2014-09-30,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'shimmer pop', 'stomp and holler']",176255,29,0.783,0.413,10,-9.088,1,0.0455,0.0327,0.00469,0.116,0.495,134.016,4
James Dean,James Dean,JR JR,2014-09-30,"['indie pop', 'indie poptimism', 'indietronica', 'modern rock', 'shimmer pop', 'stomp and holler']",176255,29,0.783,0.413,10,-9.088,1,0.0455,0.0327,0.00469,0.116,0.495,134.016,4
Synchronous Bloom,Voyages,Thrupence,2012-03-05,['aussietronica'],225758,21,0.26,0.649,9,-6.766,1,0.0931,0.281,0.803,0.135,0.16,102.942,4
Maize,Maize,Mimi & Licks,2016-10-10,['vapor soul'],249000,8,0.691,0.322,4,-10.62,0,0.0389,0.0835,0.00247,0.343,0.127,93.905,4
The World Is Yours,VINYL: Music From The HBO® Original Series - Vol. 1,Vinyl on HBO,2016-02-12,[],178933,29,0.205,0.834,0,-3.394,1,0.044,0.377,0.128,0.279,0.793,68.963,4
Gemini (feat. George Maple),Gemini (feat. George Maple),What So Not,2015-04-03,"['aussietronica', 'edm', 'electro house', 'electronic trap', 'escape room', 'indietronica', 'vapor soul', 'vapor twitch']",270257,57,0.481,0.687,7,-6.748,0,0.0699,0.238,0.11,0.107,0.188,145.971,4
The Truth,So...How's Your Girl?,Handsome Boy Modeling School,1999-10-19,"['alternative hip hop', 'hip hop', 'turntablism']",337200,58,0.7,0.393,2,-10.88,1,0.0471,0.6,6.08e-06,0.113,0.477,79.638,4
Venice (Adam Snow Bootleg),Venice Remix EP,The Lighthouse And The Whaler,2014-06-10,"['cleveland indie', 'modern folk rock', 'shimmer pop', 'stomp and holler']",130000,37,0.588,0.678,6,-4.491,0,0.0312,0.0268,0.0444,0.149,0.229,167.97,4
Camelblues,Yawn Zen,Mndsgn,2014-08-26,"['abstract beats', 'alternative hip hop', 'alternative r&b', 'chillhop', 'indie jazz', 'indie soul', 'synth funk', 'vapor twitch', 'wonky']",152984,50,0.594,0.304,9,-15.353,0,0.029,0.947,0.198,0.0933,0.13,79.994,4
Camelblues,Yawn Zen,Mndsgn,2014-08-26,"['abstract beats', 'alternative hip hop', 'alternative r&b', 'chillhop', 'indie jazz', 'indie soul', 'synth funk', 'vapor twitch', 'wonky']",152984,50,0.594,0.304,9,-15.353,0,0.029,0.947,0.198,0.0933,0.13,79.994,4
Reprise - T Hemingway Remix,Reprise,Gold Panda,2013-10-07,"['bass music', 'chillwave', 'electronica', 'future garage', 'indietronica', 'microhouse', 'wonky']",231840,33,0.635,0.522,11,-9.703,0,0.0349,0.000323,0.845,0.0632,0.254,132.018,4
Pacing,Pacing,Tep No,2015-06-03,"['deep house', 'deep tropical house', 'indie poptimism', 'new french touch', 'tropical house', 'vapor soul']",236279,55,0.549,0.594,8,-6.302,1,0.0496,0.65,3.57e-05,0.127,0.324,99.936,4
Dang! (feat. Anderson .Paak),The Divine Feminine,Mac Miller,2016-09-16,"['hip hop', 'pittsburgh rap', 'rap']",305350,75,0.836,0.67,5,-6.907,0,0.23,0.00826,0.000355,0.0837,0.556,107.018,4
Ragged Dawn,Leisure Cruise,Leisure Cruise,2014-05-06,[],322226,32,0.376,0.565,1,-5.947,1,0.0267,0.0111,0.000547,0.062,0.0504,140.043,4
Venice Venture,Venice Venture,Big Wild,2014-07-15,"['electropop', 'indie poptimism', 'indietronica', 'tropical house', 'vapor soul', 'vapor twitch']",220865,57,0.744,0.756,9,-7.72,1,0.13,0.0954,0.698,0.893,0.364,160.981,4
Follow,Reverie,Tom Misch,2016-07-15,['indie soul'],225341,53,0.785,0.367,4,-8.483,0,0.0363,0.113,0.0633,0.0902,0.468,90.003,4
Noirse - Pional Remix,Noirse,Petite Noir,2013-05-15,"['chamber psych', 'shiver pop', 'south african alternative', 'south african rock']",248002,16,0.72,0.528,0,-10.764,1,0.0307,0.523,0.634,0.433,0.559,127.017,4
The Winter Day Declining,This Patch of Sky,This Patch of Sky,2014-08-26,"['american post-rock', 'compositional ambient', 'instrumental post-rock', 'post-rock']",396457,28,0.225,0.394,0,-7.808,1,0.0322,0.533,0.92,0.0915,0.0367,103.856,4
Classic (feat. POWERS) - POWERS Sunset Version,Classic (feat. POWERS) [Remixes],The Knocks,2016-04-28,"['alternative dance', 'edm', 'indie pop', 'indie poptimism', 'indietronica', 'new french touch', 'nu disco', 'pop', 'tropical house', 'vapor soul']",250748,31,0.235,0.481,2,-8.212,1,0.0583,0.0299,1.44e-05,0.0539,0.0949,74.995,1
High Love,High Love - EP,Dim Sum,2016-01-15,['new french touch'],236400,39,0.728,0.685,1,-4.93,0,0.0664,0.133,0.187,0.095,0.233,112.026,4
Open Window,Open Window,Nemea,2016-08-26,[],236000,20,0.552,0.541,2,-9.764,0,0.0988,0.375,0.439,0.166,0.196,179.996,4
Just Tell Me,What A Tease,Nico Yaryan,2016-06-03,[],162344,42,0.639,0.628,9,-5.585,1,0.0241,0.24,7.75e-06,0.121,0.548,94.011,4
One Time - Aquilo Remix,One Time (Aquilo Remix),Marian Hill,2015-08-21,"['electropop', 'indie poptimism']",183400,37,0.825,0.222,7,-14.17,0,0.301,0.741,1.09e-06,0.125,0.392,79.995,4
Marijuana,Sparks,Chrome Sparks,2013-08-29,"['chillwave', 'indietronica', 'shimmer psych', 'vapor twitch']",181149,60,0.697,0.655,1,-9.781,0,0.15,0.0626,0.774,0.353,0.415,86.969,4
The Rocket,Wintergatan,Wintergatan,2013-04-24,"['folktronica', 'gothenburg indie']",211490,32,0.439,0.731,7,-8.14,0,0.056,0.721,0.0547,0.0795,0.592,165.487,3
The Rocket,Wintergatan,Wintergatan,2013-04-24,"['folktronica', 'gothenburg indie']",211490,32,0.439,0.731,7,-8.14,0,0.056,0.721,0.0547,0.0795,0.592,165.487,3
The Rocket,Wintergatan,Wintergatan,2013-04-24,"['folktronica', 'gothenburg indie']",211490,32,0.439,0.731,7,-8.14,0,0.056,0.721,0.0547,0.0795,0.592,165.487,3
The Rocket,Wintergatan,Wintergatan,2013-04-24,"['folktronica', 'gothenburg indie']",211490,32,0.439,0.731,7,-8.14,0,0.056,0.721,0.0547,0.0795,0.592,165.487,3
Spiral,Spiral,Rebecca Clements,2016-04-01,[],223178,19,0.423,0.48,9,-7.852,0,0.0291,0.6,4.75e-05,0.262,0.15,69.942,4
Minor Cause (Eliot Lipp Remix),Dusk to Dawn Remixes,Emancipator,2015-07-08,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",272333,21,0.65,0.736,4,-9.11,0,0.0379,0.088,0.206,0.0716,0.733,103.986,4
Sillage (Outro),Angels - EP,Crywolf,2014-04-29,"['chillstep', 'edm', 'indie poptimism', 'melodic dubstep']",95111,20,0.197,0.38,6,-6.98,0,0.0322,0.0139,0.0,0.449,0.0708,81.307,4
Jet Stream,Safe In the Steep Cliffs,Emancipator,2010-06-29,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",241746,36,0.543,0.666,5,-10.269,0,0.0359,0.787,0.833,0.0802,0.269,101.929,4
Within Reach,Dictaphone Showreels,Chequerboard,2007,[],50733,4,0.148,0.341,2,-12.333,1,0.0407,0.988,0.734,0.158,0.0376,145.643,3
The Way (Tor Remix),Dusk to Dawn Remixes,Emancipator,2015-07-08,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",209360,21,0.653,0.497,2,-8.221,0,0.0267,0.0998,0.108,0.297,0.115,104.044,4
ZEPHYR,ZEPHYR,Headphone Activist,2015-09-17,"['bass trap', 'vapor twitch']",217913,31,0.635,0.517,0,-7.926,1,0.0261,0.000138,0.834,0.333,0.0343,140.034,4
Let It Be (feat. Veela),Miracle,Blackmill,2011-12-21,"['chillstep', 'substep']",363433,55,0.518,0.584,3,-7.951,0,0.032,0.0134,0.0215,0.0964,0.182,139.936,4
Let It Be (feat. Veela),Miracle,Blackmill,2011-12-21,"['chillstep', 'substep']",363433,55,0.518,0.584,3,-7.951,0,0.032,0.0134,0.0215,0.0964,0.182,139.936,4
Penny Dropped,Smoke & Mirrors,Konoba,2017-01-20,['belgian pop'],199120,18,0.75,0.613,0,-7.524,1,0.0304,0.311,0.0062,0.142,0.542,99.992,4
Alayal,Hot Action Cop (Amended Version),Hot Action Cop,2003-03-04,"['alternative metal', 'funk metal', 'rap rock']",293866,19,0.697,0.908,11,-4.476,0,0.0758,0.138,1.24e-06,0.0971,0.906,93.16,4
Looped,Kiasmos,Kiasmos,2014-10-27,"['electronica', 'icelandic electronic', 'icelandic pop']",360705,61,0.804,0.406,7,-11.154,0,0.0472,0.023,0.837,0.106,0.124,120.012,4
Pantoufle,Pantoufle,BLOWSOM,2016-03-09,"['brighton indie', 'new french touch']",204000,34,0.848,0.531,5,-6.884,0,0.0532,0.00687,0.00118,0.0825,0.799,130.04,4
Rapp Snitch Knishes feat. Mr. Fantastik,MM...FOOD,MF DOOM,2004,"['alternative hip hop', 'east coast hip hop', 'hardcore hip hop', 'hip hop', 'rap']",172893,62,0.728,0.832,7,-6.827,1,0.269,0.325,0.0,0.504,0.825,95.049,4
Alright,To Pimp A Butterfly,Kendrick Lamar,2015-03-16,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",219333,74,0.796,0.766,7,-5.974,1,0.238,0.0742,0.0,0.0827,0.558,110.034,4
Use Me,Still Bill,Bill Withers,1972-05-01,"['funk', 'motown', 'quiet storm', 'soul']",228326,66,0.759,0.586,11,-13.461,0,0.056,0.0333,0.00312,0.0743,0.948,154.624,4
Use Me,Still Bill,Bill Withers,1972-05-01,"['funk', 'motown', 'quiet storm', 'soul']",228326,66,0.759,0.586,11,-13.461,0,0.056,0.0333,0.00312,0.0743,0.948,154.624,4
Reassuring,Tell Me I Belong,Jim-E Stack,2014-07-28,['vapor house'],283775,25,0.831,0.829,5,-8.94,0,0.0705,0.246,0.917,0.101,0.156,111.972,4
Reassuring,Tell Me I Belong,Jim-E Stack,2014-07-28,['vapor house'],283775,25,0.831,0.829,5,-8.94,0,0.0705,0.246,0.917,0.101,0.156,111.972,4
First Snow (Ooah Remix),Remixes,Emancipator,2011-06-21,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",462626,36,0.603,0.558,1,-10.849,0,0.0406,0.287,0.687,0.101,0.327,149.991,4
First Snow (Ooah Remix),Remixes,Emancipator,2011-06-21,"['downtempo', 'electronica', 'livetronica', 'nu jazz', 'trip hop']",462626,36,0.603,0.558,1,-10.849,0,0.0406,0.287,0.687,0.101,0.327,149.991,4
Natural Blues,Play & Play: The B Sides,Moby,1999-05-17,"['downtempo', 'electronica']",253760,51,0.681,0.653,3,-7.891,0,0.0328,0.046,0.0513,0.276,0.656,107.988,4
Pixel Dust,Pixel Dust,Hat Films,2012-10-02,['antiviral pop'],282352,24,0.577,0.482,0,-7.146,1,0.0449,0.00617,0.743,0.0617,0.107,169.957,4
Go out and Love Someone,Quantum Field,Pogo,2018-12-28,['plunderphonics'],227918,33,0.702,0.686,4,-8.008,1,0.148,0.223,0.0231,0.375,0.404,159.002,3
Forget,Kindred Shadow,Pogo,2015-06-11,['plunderphonics'],164703,52,0.834,0.737,8,-7.508,0,0.0332,0.144,0.934,0.153,0.977,108.015,4
Ghostwriter,Deadringer: Deluxe,RJD2,2002,"['alternative hip hop', 'big beat', 'electronica', 'hip hop', 'jazztronica', 'ninja', 'nu jazz', 'turntablism']",317933,62,0.747,0.68,1,-6.187,1,0.0346,0.0107,0.803,0.0964,0.594,93.804,4
"Sleep, For The Weak! - Lost Frequencies Remix",Sleep!,Lea Rue,2016-01-22,"['belgian edm', 'belgian pop']",200330,31,0.783,0.501,7,-8.585,1,0.0419,0.256,0.0778,0.0986,0.628,120.991,4
Starboy,Starboy,The Weeknd,2016-11-25,"['canadian contemporary r&b', 'canadian pop', 'pop']",230453,85,0.679,0.587,7,-7.015,1,0.276,0.141,6.35e-06,0.137,0.486,186.003,4
A.D.H.D,Section.80,Kendrick Lamar,2011-07-02,"['conscious hip hop', 'hip hop', 'rap', 'west coast rap']",215509,71,0.609,0.799,9,-6.883,1,0.24,0.33,0.0,0.108,0.582,157.74,4
Clap Your Hands,Clap Your Hands,Parov Stelar,2014-10-07,"['downtempo', 'electro swing', 'nu jazz', 'tropical house']",197493,47,0.841,0.759,1,-5.39,1,0.238,0.666,0.00872,0.496,0.957,116.824,4
We The People....,We got it from Here... Thank You 4 Your service,A Tribe Called Quest,2016-11-11,"['alternative hip hop', 'conscious hip hop', 'east coast hip hop', 'gangster rap', 'hardcore hip hop', 'hip hop', 'jazz rap', 'queens hip hop', 'rap']",172013,58,0.71,0.805,1,-5.471,1,0.0637,0.00909,0.0,0.141,0.897,92.601,4
One Day With You,Star Charts,Pogo,2014-12-22,['plunderphonics'],177864,33,0.725,0.653,2,-7.569,1,0.0297,0.396,0.72,0.159,0.396,100.056,4
Can I Exist,Skeletons: Part 1,MISSIO,2017-10-06,"['indie poptimism', 'modern alternative rock', 'modern rock', 'rock']",273802,51,0.428,0.487,5,-7.747,1,0.0331,0.497,0.332,0.111,0.137,119.925,4
Shattered,Shattered,Koda,2014-10-06,['chillstep'],325499,27,0.412,0.315,1,-12.015,1,0.0377,0.847,0.103,0.0508,0.0695,72.957,4
All Was Well,Wintergatan,Wintergatan,2013-04-24,"['folktronica', 'gothenburg indie']",183223,31,0.325,0.405,2,-16.376,0,0.132,0.964,0.8,0.21,0.162,170.89,3
All Was Well,Wintergatan,Wintergatan,2013-04-24,"['folktronica', 'gothenburg indie']",183223,31,0.325,0.405,2,-16.376,0,0.132,0.964,0.8,0.21,0.162,170.89,3
Forget Not Yet,Tall Tales Vol. 1,American Gospel,2012-11-27,[],153298,25,0.516,0.335,3,-11.93,1,0.0309,0.61,0.0,0.121,0.163,129.88,3
Silhouettes,Ambient Blue,Swimming With Dolphins,2008-09-02,"['alternative pop rock', 'christian dance', 'electropowerpop', 'neon pop punk']",350066,24,0.633,0.712,0,-9.935,0,0.0388,0.04,0.00104,0.177,0.554,140.041,4
Waves That Rolled You Under (backstroke. Remix),Waves That Rolled You Under (backstroke. Remix),Young Summer,2013-10-24,"['dc indie', 'etherpop', 'indie poptimism', 'vapor pop']",243318,34,0.392,0.712,5,-6.45,0,0.0467,0.0484,0.000209,0.11,0.525,87.486,4
Intro / Hand Grenade,Mythic,Mothica,2015-12-11,"['electropop', 'indie electropop', 'indie poptimism', 'vapor soul']",84543,23,0.428,0.745,4,-7.745,0,0.0339,0.056,0.00115,0.109,0.0501,80.396,3
Intro / Hand Grenade,Mythic,Mothica,2015-12-11,"['electropop', 'indie electropop', 'indie poptimism', 'vapor soul']",84543,23,0.428,0.745,4,-7.745,0,0.0339,0.056,0.00115,0.109,0.0501,80.396,3
Alive,Ten,Pearl Jam,1991-08-27,"['alternative rock', 'grunge', 'permanent wave', 'rock']",340907,76,0.284,0.875,11,-6.069,0,0.0422,0.00752,0.000461,0.402,0.595,75.009,4
Dye - Nitemoves Remix,Awake (Deluxe Version),Tycho,2016-01-15,"['chillwave', 'downtempo', 'indietronica', 'intelligent dance music']",332265,29,0.424,0.82,4,-10.413,0,0.0494,0.00567,0.514,0.0901,0.036,155.986,4
Dye - Nitemoves Remix,Awake (Deluxe Version),Tycho,2016-01-15,"['chillwave', 'downtempo', 'indietronica', 'intelligent dance music']",332265,29,0.424,0.82,4,-10.413,0,0.0494,0.00567,0.514,0.0901,0.036,155.986,4
Say anymore,low kii savage,Kiiara,2016-03-22,"['electropop', 'indie poptimism', 'indietronica', 'pop', 'post-teen pop']",168205,38,0.89,0.743,3,-4.993,0,0.049,0.129,1.75e-05,0.0642,0.634,116.992,4
Gold,low kii savage,Kiiara,2016-03-22,"['electropop', 'indie poptimism', 'indietronica', 'pop', 'post-teen pop']",225882,68,0.6,0.412,8,-9.343,1,0.344,0.615,0.0025,0.134,0.408,113.049,5
Kokain,Midnight Astronaut,Maximum Love,2014-02-26,['synthwave'],214869,10,0.69,0.678,7,-7.178,1,0.031,0.0737,0.738,0.112,0.502,105.004,4
Sommarfågel - Bassnectar Remix,Into the Sun,Bassnectar,2015-06-30,"['breakbeat', 'brostep', 'edm', 'electro house', 'electronic trap', 'escape room', 'glitch hop']",136666,38,0.326,0.844,0,-5.269,0,0.0384,0.00396,0.758,0.151,0.0365,180.044,3
Sommarfågel - Bassnectar Remix,Into the Sun,Bassnectar,2015-06-30,"['breakbeat', 'brostep', 'edm', 'electro house', 'electronic trap', 'escape room', 'glitch hop']",136666,38,0.326,0.844,0,-5.269,0,0.0384,0.00396,0.758,0.151,0.0365,180.044,3
Sexual Healing - Kygo Remix,Sexual Healing (Kygo Remix),Marvin Gaye,2015-04-27,"['classic soul', 'funk', 'motown', 'northern soul', 'quiet storm', 'soul']",368316,70,0.689,0.68,0,-7.196,0,0.0427,0.321,0.0211,0.0431,0.646,100.987,4
Brothers on a Hotel Bed,Plans,Death Cab for Cutie,2005-08-29,"['indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']",271133,47,0.608,0.65,3,-11.816,1,0.0469,0.517,0.000689,0.115,0.198,158.706,4
Brothers on a Hotel Bed,Plans,Death Cab for Cutie,2005-08-29,"['indie pop', 'indie rock', 'modern rock', 'pop rock', 'washington indie']",271133,47,0.608,0.65,3,-11.816,1,0.0469,0.517,0.000689,0.115,0.198,158.706,4
"Belief - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",363440,50,0.592,0.894,2,-6.077,0,0.0626,0.273,0.0177,0.694,0.385,101.245,4
True Love Waits,"Vitamin String Quartet Performs Radiohead's ""True Love Waits"" and ""Burn the Witch""",Vitamin String Quartet,2016-12-02,"['bow pop', 'classify']",275510,11,0.238,0.211,7,-11.83,1,0.0336,0.646,0.33,0.111,0.214,90.499,5
True Love Waits,"Vitamin String Quartet Performs Radiohead's ""True Love Waits"" and ""Burn the Witch""",Vitamin String Quartet,2016-12-02,"['bow pop', 'classify']",275510,11,0.238,0.211,7,-11.83,1,0.0336,0.646,0.33,0.111,0.214,90.499,5
Hope,Hope,Tim Legend,2016-11-22,[],173931,54,0.822,0.604,11,-6.231,0,0.339,0.195,0.0,0.0833,0.291,142.971,4
Ghosts,Red // Blue,Adventure Club,2016-12-02,"['brostep', 'canadian electronic', 'chillstep', 'complextro', 'edm', 'electro house', 'electronic trap', 'filthstep', 'melodic dubstep', 'pop edm']",162679,33,0.533,0.56,10,-5.461,0,0.0462,0.334,1.94e-05,0.112,0.139,77.554,4
Jovial,Fresh Squeezed,Limes,2016-11-20,"['chillhop', 'lo-fi beats']",142727,63,0.764,0.185,7,-14.408,0,0.0489,0.918,0.926,0.118,0.378,69.972,4
If You Forget Me,Ain't No Use,Matt Woods,2016-12-01,['british soul'],267200,23,0.372,0.202,9,-11.812,1,0.0421,0.96,0.00117,0.0914,0.151,112.123,5
Black Magic,Dead By Dawn,Maximum Love,2016-03-11,['synthwave'],217379,44,0.798,0.797,9,-7.942,1,0.0361,0.107,0.876,0.097,0.117,114.017,3
Twin Crimes,Midnight Astronaut,Maximum Love,2014-02-26,['synthwave'],251006,21,0.559,0.564,9,-10.282,1,0.0336,0.025,0.818,0.561,0.0511,89.991,4
"Out of Egypt, into the Great Laugh of Mankind, and I shake the dirt from my sandals as I run",Illinois,Sufjan Stevens,2005-07-05,"['baroque pop', 'chamber pop', 'freak folk', 'indie folk', 'singer-songwriter']",261386,38,0.614,0.577,4,-14.057,1,0.0299,0.985,0.928,0.0792,0.24,113.052,4
bodyache,another eternity,Purity Ring,2015-03-02,"['art pop', 'canadian electropop', 'chillwave', 'edmonton indie', 'electropop', 'escape room', 'grave wave', 'indie poptimism', 'indietronica', 'metropopolis', 'shimmer pop']",173213,52,0.646,0.657,0,-5.3,1,0.0628,0.145,5.7e-05,0.459,0.413,139.99,4
Midnight Strike,Midnight Strike,Headphone Activist,2016-03-24,"['bass trap', 'vapor twitch']",139102,20,0.501,0.828,9,-5.938,1,0.0473,5.86e-06,0.806,0.12,0.105,145.032,4
SHY,SHY,Headphone Activist,2015-09-17,"['bass trap', 'vapor twitch']",179591,16,0.609,0.484,4,-16.071,1,0.068,0.024,0.113,0.122,0.338,118.906,4
SHY,SHY,Headphone Activist,2015-09-17,"['bass trap', 'vapor twitch']",179591,16,0.609,0.484,4,-16.071,1,0.068,0.024,0.113,0.122,0.338,118.906,4
Flight,Flight,Tristam,2013-02-16,"['brostep', 'chillstep', 'complextro', 'edm', 'electro house', 'gaming edm']",219428,61,0.433,0.758,2,-5.736,1,0.662,0.0409,2.64e-05,0.102,0.22,87.402,4
Under Control (feat. Hurts),Motion,Calvin Harris,2014-10-31,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",184280,73,0.544,0.915,8,-3.405,1,0.0841,0.129,0.000914,0.115,0.51,126.094,4
I Got U,EP1,Duke Dumont,2014-01-01,"['dance pop', 'destroy techno', 'disco house', 'edm', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",285596,61,0.636,0.761,9,-7.752,0,0.035,0.00377,0.00784,0.0851,0.463,120.837,4
Goodbye (feat. Lyse) - Radio Edit,Goodbye (feat. Lyse) [Radio Edit],Feder,2015-01-02,"['new french touch', 'tropical house']",201938,61,0.832,0.876,6,-5.124,0,0.205,0.173,0.737,0.162,0.635,120.057,4
Moves Like Jagger - Studio Recording From The Voice Performance,Hands All Over,Maroon 5,2010,"['pop', 'pop rock']",201160,71,0.722,0.758,11,-4.477,0,0.0471,0.0111,0.0,0.308,0.62,128.047,4
Alone,Alone,Marshmello,2016-05-13,"['brostep', 'pop', 'progressive electro house']",273802,77,0.631,0.953,2,-3.739,1,0.0343,0.0241,0.0155,0.108,0.422,141.99,4
Got 2 Luv U (feat. Alexis Jordan),Tomahawk Technique,Sean Paul,2012-04-09,"['dance pop', 'dancehall', 'pop', 'pop rap']",196640,49,0.605,0.793,7,-3.084,0,0.297,0.0825,0.0,0.124,0.647,184.032,4
Passive Aggressive,Passive Aggressive,Ambient Generation,2005-01-01,[],250000,15,0.598,0.696,0,-11.235,0,0.034,0.292,0.921,0.0935,0.729,179.965,4
Entre dos Aguas,"Dôme Ibiza - The Chill-Out Session, Vol. 1",Various Artists,2002-05-15,[],442586,26,0.383,0.851,4,-9.197,0,0.0348,0.485,0.874,0.188,0.612,166.12,4
