name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
I Need A Forest Fire,The Colour In Anything,James Blake,2016-05-05,"['art pop', 'indie r&b', 'indie soul', 'uk alternative pop']",257219,62,0.293,0.29,2,-11.596,1,0.0454,0.696,0.875,0.1,0.0373,128.276,4
Fatherly Downs,EJ,Eric Johnson,2016-10-07,"['blues rock', 'instrumental bluegrass', 'instrumental rock', 'neo classical metal', 'progressive jazz fusion', 'shred']",240160,13,0.42,0.243,4,-16.306,1,0.029,0.88,0.00888,0.0988,0.658,97.686,4
Into the Fire,Melrose EP,Foy Vance,2012-08-27,"['acoustic pop', 'british singer-songwriter', 'indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'neo mellow', 'uk americana']",280289,37,0.444,0.287,10,-15.392,1,0.0281,0.454,0.22,0.086,0.285,73.966,4
Into the Fire,Melrose EP,Foy Vance,2012-08-27,"['acoustic pop', 'british singer-songwriter', 'indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'neo mellow', 'uk americana']",280289,37,0.444,0.287,10,-15.392,1,0.0281,0.454,0.22,0.086,0.285,73.966,4
Into the Fire,Melrose EP,Foy Vance,2012-08-27,"['acoustic pop', 'british singer-songwriter', 'indie anthem-folk', 'indie folk', 'irish singer-songwriter', 'neo mellow', 'uk americana']",280289,37,0.444,0.287,10,-15.392,1,0.0281,0.454,0.22,0.086,0.285,73.966,4
Talk,Talk,Antoine Dufour,2015-12-21,['fingerstyle'],282692,41,0.566,0.617,7,-9.554,0,0.0315,0.303,0.945,0.118,0.442,129.997,4
See (feat. Beacon),See (feat. Beacon),Tycho,2017-06-08,"['chillwave', 'downtempo', 'indietronica', 'intelligent dance music']",272349,33,0.669,0.576,9,-11.377,0,0.0341,0.0618,0.783,0.11,0.257,127.01,4
Super Honeymoon,Maybe I'm Dreaming,Owl City,2008,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",200640,23,0.633,0.686,11,-8.015,1,0.0329,0.0203,0.000437,0.0715,0.969,132.987,4
This Is The Future,Maybe I'm Dreaming,Owl City,2008,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",173640,28,0.536,0.377,4,-13.255,1,0.0352,0.108,6.65e-05,0.0645,0.106,114.995,4
West Coast Friendship,Maybe I'm Dreaming,Owl City,2008,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",246640,38,0.577,0.629,4,-8.442,1,0.0314,0.0201,0.0,0.247,0.494,160.013,4
The Technicolor Phase,Maybe I'm Dreaming,Owl City,2008,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",267640,32,0.645,0.618,10,-8.594,1,0.0341,0.0595,0.0181,0.149,0.112,114.989,4
The Technicolor Phase,Maybe I'm Dreaming,Owl City,2008,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",267640,32,0.645,0.618,10,-8.594,1,0.0341,0.0595,0.0181,0.149,0.112,114.989,4
The Technicolor Phase,Maybe I'm Dreaming,Owl City,2008,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",267640,32,0.645,0.618,10,-8.594,1,0.0341,0.0595,0.0181,0.149,0.112,114.989,4
Myxomatosis,Hail To the Thief,Radiohead,2003,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",232533,49,0.499,0.815,7,-7.079,1,0.0361,0.00018,0.721,0.299,0.57,99.124,4
Lonely Lullaby,Lonely Lullaby,Owl City,2011-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",270373,39,0.509,0.242,6,-10.809,1,0.0296,0.696,8.89e-06,0.0932,0.118,133.96,4
Lonely Lullaby,Lonely Lullaby,Owl City,2011-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",270373,39,0.509,0.242,6,-10.809,1,0.0296,0.696,8.89e-06,0.0932,0.118,133.96,4
Lonely Lullaby,Lonely Lullaby,Owl City,2011-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",270373,39,0.509,0.242,6,-10.809,1,0.0296,0.696,8.89e-06,0.0932,0.118,133.96,4
Lonely Lullaby,Lonely Lullaby,Owl City,2011-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",270373,39,0.509,0.242,6,-10.809,1,0.0296,0.696,8.89e-06,0.0932,0.118,133.96,4
On the Frame (Acoustic),Colony of B-Sides,Beta Radio,2017-08-11,"['acoustic pop', 'calming instrumental', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'new americana', 'stomp and flutter', 'stomp and holler']",184931,47,0.458,0.256,2,-13.301,0,0.0308,0.961,0.000309,0.0951,0.317,140.617,4
Aaj Main Upar - Khamoshi - The Musical / Soundtrack Version,Khamoshi- The Musical,Various Artists,1996-01-01,[],331333,37,0.648,0.771,9,-9.822,1,0.0576,0.274,0.000692,0.0651,0.883,98.056,4
Dollars & Cents,Amnesiac,Radiohead,2001-03-12,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",291733,46,0.325,0.565,7,-7.303,1,0.0306,0.395,0.245,0.112,0.0881,138.302,4
Hypergiant,Remarkably Human,Nick Johnston,2016-09-27,"['instrumental rock', 'neo classical metal', 'shred']",452453,31,0.521,0.686,6,-5.444,1,0.0339,0.00544,0.882,0.181,0.404,130.033,4
Imposters (Little by Little),"Eyes Wide, Tongue Tied (Deluxe)",The Fratellis,2015-08-21,"['alternative rock', 'garage rock', 'modern rock', 'rock', 'scottish rock']",218506,28,0.428,0.92,9,-5.715,1,0.0677,0.0113,0.00173,0.111,0.37,184.001,4
Imposters (Little by Little),"Eyes Wide, Tongue Tied (Deluxe)",The Fratellis,2015-08-21,"['alternative rock', 'garage rock', 'modern rock', 'rock', 'scottish rock']",218506,28,0.428,0.92,9,-5.715,1,0.0677,0.0113,0.00173,0.111,0.37,184.001,4
Kho Jaane Do,Vicky Donor,Various Artists,2012-04-04,[],297346,21,0.685,0.513,5,-10.128,1,0.0305,0.331,0.000603,0.111,0.364,103.026,4
Kho Jaane Do,Vicky Donor,Various Artists,2012-04-04,[],297346,21,0.685,0.513,5,-10.128,1,0.0305,0.331,0.000603,0.111,0.364,103.026,4
Happy Returns / Ascendant Here on...,Hand Cannot Erase,Steven Wilson,2015-03-02,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",474487,37,0.474,0.293,4,-15.003,0,0.0379,0.677,0.0467,0.119,0.104,139.039,4
Happy Returns / Ascendant Here on...,Hand Cannot Erase,Steven Wilson,2015-03-02,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",474487,37,0.474,0.293,4,-15.003,0,0.0379,0.677,0.0467,0.119,0.104,139.039,4
Happy Returns / Ascendant Here on...,Hand Cannot Erase,Steven Wilson,2015-03-02,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",474487,37,0.474,0.293,4,-15.003,0,0.0379,0.677,0.0467,0.119,0.104,139.039,4
Silhouette,Silhouettes,Aquilo,2017-01-27,"['indie anthem-folk', 'indie cafe pop', 'vapor soul']",230416,65,0.234,0.414,1,-8.371,1,0.0476,0.702,0.0,0.0391,0.144,78.216,3
Kiss the Sky (feat. Wyclef Jean) - Acoustic,Kiss The Sky (feat. Wyclef Jean) [Acoustic],The Knocks,2016-04-01,"['alternative dance', 'edm', 'indie pop', 'indie poptimism', 'indietronica', 'new french touch', 'nu disco', 'pop', 'tropical house', 'vapor soul']",205893,33,0.581,0.168,5,-19.679,1,0.0564,0.839,0.0,0.0888,0.698,132.178,5
Think About You,Think About You,LÉON,2016-10-21,"['indie cafe pop', 'indie pop', 'indie poptimism', 'metropopolis', 'neo mellow', 'pop']",201133,57,0.662,0.744,6,-3.194,1,0.0317,0.249,0.000147,0.116,0.387,97.977,4
Rebirth,Winter,Vancouver Sleep Clinic,2014-03-10,"['indie anthem-folk', 'vapor pop', 'vapor soul']",309850,39,0.232,0.477,2,-10.902,1,0.0306,0.624,0.397,0.0881,0.159,143.774,4
Loudspeaker,About U,MUNA,2017-02-03,"['art pop', 'dance pop', 'electropop', 'indie electropop', 'indie pop', 'indie poptimism', 'indietronica', 'la pop', 'metropopolis', 'pop', 'vapor soul']",210053,43,0.678,0.871,9,-4.319,1,0.0569,0.489,2.04e-06,0.189,0.679,119.019,4
Lovers,Lovers,Anna of the North,2017-09-08,"['electropop', 'indie pop', 'indie poptimism', 'indietronica', 'vapor pop', 'vapor soul']",215773,59,0.599,0.518,8,-7.902,1,0.0333,0.479,0.00435,0.136,0.455,95.031,4
Into The Storm,Empires On Fire,BANNERS,2017-11-03,"['indie poptimism', 'pop', 'pop rock']",220066,50,0.555,0.803,9,-4.247,1,0.0379,0.00094,0.0,0.13,0.612,115.008,4
Snow Ghosts,Snow Ghosts,Yoe Mase,2015-08-14,"['chillstep', 'pop edm']",332610,25,0.59,0.371,4,-10.673,0,0.0338,0.466,0.00233,0.0999,0.0835,126.985,4
Leave Your Lover,Echos,Echos,2016-10-03,['indie poptimism'],260076,44,0.482,0.356,5,-6.948,0,0.0302,0.61,6.63e-05,0.0795,0.0404,100.11,4
The Night,Warm on a Cold Night (Deluxe),HONNE,2016-01-22,['uk pop'],302487,39,0.667,0.558,9,-5.743,0,0.0364,0.197,3.14e-06,0.176,0.402,140.016,4
Boyz n Poizn,Boyz n Poizn,Phoebe Ryan,2016-05-20,"['dance pop', 'electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'pop']",232626,35,0.606,0.672,0,-6.128,1,0.0284,0.303,0.0353,0.149,0.486,169.882,4
Love Won't Sleep,Love Won't Sleep,Lostboycrow,2015-12-10,"['electropop', 'indie electropop', 'indie poptimism', 'indie r&b', 'indietronica', 'pop edm', 'vapor soul']",219506,43,0.52,0.658,0,-5.916,1,0.138,0.253,0.0,0.108,0.171,176.017,4
Classic (feat. POWERS),55,The Knocks,2016-03-04,"['alternative dance', 'edm', 'indie pop', 'indie poptimism', 'indietronica', 'new french touch', 'nu disco', 'pop', 'tropical house', 'vapor soul']",248506,58,0.631,0.94,2,-3.52,1,0.049,0.00464,0.000805,0.324,0.552,101.961,4
Broken Roots,Michl,Michl,2016-08-12,"['electropop', 'indie poptimism', 'vapor soul']",226000,54,0.578,0.58,2,-6.895,0,0.157,0.483,0.00232,0.289,0.249,145.868,4
Get Closer - Joe Mason Remix,Get Closer (Joe Mason Remix),XYLØ,2017-02-24,"['electropop', 'indie electropop', 'indie poptimism', 'indietronica', 'la pop', 'pop', 'vapor soul']",264000,41,0.56,0.475,8,-11.034,1,0.212,0.44,0.000661,0.262,0.453,94.963,4
Weight,Skeletons,Crywolf,2017-03-10,"['chillstep', 'edm', 'indie poptimism', 'melodic dubstep']",245159,40,0.344,0.241,11,-9.233,0,0.0318,0.632,0.0,0.114,0.103,115.769,3
Weight,Skeletons,Crywolf,2017-03-10,"['chillstep', 'edm', 'indie poptimism', 'melodic dubstep']",245159,40,0.344,0.241,11,-9.233,0,0.0318,0.632,0.0,0.114,0.103,115.769,3
Weight,Skeletons,Crywolf,2017-03-10,"['chillstep', 'edm', 'indie poptimism', 'melodic dubstep']",245159,40,0.344,0.241,11,-9.233,0,0.0318,0.632,0.0,0.114,0.103,115.769,3
The Hour,The Last of Us,Gustavo Santaolalla,2013-06-07,"['argentine ambient', 'latin classical', 'latin soundtrack', 'soundtrack']",61666,43,0.434,0.00246,1,-23.403,1,0.077,0.985,0.114,0.11,0.153,86.479,3
The Hour,The Last of Us,Gustavo Santaolalla,2013-06-07,"['argentine ambient', 'latin classical', 'latin soundtrack', 'soundtrack']",61666,43,0.434,0.00246,1,-23.403,1,0.077,0.985,0.114,0.11,0.153,86.479,3
Brennisteinn,Kveikur,Sigur Rós,2013-06-07,"['bow pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic pop', 'icelandic rock', 'melancholia', 'nordic post-rock', 'post-rock']",464666,43,0.361,0.824,0,-6.037,0,0.0631,0.000591,0.0486,0.106,0.0985,120.666,4
Festival,Með suð í eyrum við spilum endalaust,Sigur Rós,2008-06-23,"['bow pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic pop', 'icelandic rock', 'melancholia', 'nordic post-rock', 'post-rock']",565270,34,0.156,0.392,7,-8.945,1,0.0326,0.564,0.47,0.113,0.193,80.439,4
Untitled #4 - Njósnavélin,( ),Sigur Rós,2002-02-16,"['bow pop', 'compositional ambient', 'dream pop', 'ethereal wave', 'icelandic pop', 'icelandic rock', 'melancholia', 'nordic post-rock', 'post-rock']",417080,50,0.204,0.421,0,-11.806,1,0.0317,0.407,0.75,0.162,0.117,117.34,4
Guess I'm Doing Fine,Sea Change,Beck,2002-01-01,"['alternative rock', 'anti-folk', 'modern rock', 'permanent wave', 'rock']",289293,47,0.435,0.412,9,-8.451,1,0.0271,0.143,7.09e-05,0.164,0.248,117.7,4
Matilda,An Awesome Wave,alt-J,2012-09-18,['indie rock'],227920,55,0.576,0.653,2,-9.132,1,0.03,0.779,0.361,0.113,0.209,147.867,4
Matilda,An Awesome Wave,alt-J,2012-09-18,['indie rock'],227920,55,0.576,0.653,2,-9.132,1,0.03,0.779,0.361,0.113,0.209,147.867,4
Sit Down. Stand Up,Hail To the Thief,Radiohead,2003,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",259973,48,0.483,0.559,5,-7.434,0,0.0403,0.0157,0.491,0.0562,0.52,161.046,4
Sit Down. Stand Up,Hail To the Thief,Radiohead,2003,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",259973,48,0.483,0.559,5,-7.434,0,0.0403,0.0157,0.491,0.0562,0.52,161.046,4
Backdrifts,Hail To the Thief,Radiohead,2003,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",322600,51,0.718,0.718,11,-10.06,1,0.0786,0.647,0.297,0.108,0.732,93.065,4
Gold - Acoustic,The Midsummer Station,Owl City,2013-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",235866,30,0.538,0.55,10,-7.894,1,0.0255,0.0447,2.41e-06,0.0783,0.366,74.959,4
Gold - Acoustic,The Midsummer Station,Owl City,2013-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",235866,30,0.538,0.55,10,-7.894,1,0.0255,0.0447,2.41e-06,0.0783,0.366,74.959,4
Gold - Acoustic,The Midsummer Station,Owl City,2013-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",235866,30,0.538,0.55,10,-7.894,1,0.0255,0.0447,2.41e-06,0.0783,0.366,74.959,4
Fake Plastic Trees - Acoustic Version,Clueless / Original Motion Picture Soundtrack,Various Artists,1995-01-01,[],285773,40,0.466,0.177,2,-12.224,1,0.0302,0.593,3.92e-05,0.689,0.153,74.877,4
Fake Plastic Trees - Acoustic Version,Clueless / Original Motion Picture Soundtrack,Various Artists,1995-01-01,[],285773,40,0.466,0.177,2,-12.224,1,0.0302,0.593,3.92e-05,0.689,0.153,74.877,4
Magnolia (feat. John Mayer),Eric Clapton & Friends: The Breeze (An Appreciation of JJ Cale),Eric Clapton,2014-07-29,"['album rock', 'blues rock', 'classic rock', 'electric blues', 'mellow gold', 'rock', 'soft rock']",222693,51,0.54,0.234,0,-15.193,1,0.0424,0.63,0.141,0.0957,0.359,73.876,4
The Rains of Castamere,The Rains of Castamere,Malukah,2014-05-16,"['epicore', 'scorecore', 'video game music']",135202,43,0.495,0.0526,0,-15.799,0,0.0354,0.95,1.64e-06,0.11,0.24,101.13,4
Climbing Up the Walls - Remastered,OK Computer OKNOTOK 1997 2017,Radiohead,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",285133,45,0.266,0.633,11,-6.933,0,0.0386,0.0929,0.482,0.185,0.227,66.425,4
Dollars & Cents (Live),I Might Be Wrong,Radiohead,2001,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",313000,32,0.261,0.71,6,-10.308,0,0.0345,0.343,0.162,0.901,0.237,139.097,4
A Wolf At the Door,Hail To the Thief,Radiohead,2003,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",201333,53,0.48,0.675,7,-7.134,1,0.029,0.265,4.23e-06,0.235,0.37,138.784,3
A Wolf At the Door,Hail To the Thief,Radiohead,2003,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",201333,53,0.48,0.675,7,-7.134,1,0.029,0.265,4.23e-06,0.235,0.37,138.784,3
A Wolf At the Door,Hail To the Thief,Radiohead,2003,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",201333,53,0.48,0.675,7,-7.134,1,0.029,0.265,4.23e-06,0.235,0.37,138.784,3
Emhyr Var Emreis,The Witcher 3: Wild Hunt (Original Game Soundtrack),Marcin Przybyłowicz,2015-08-26,"['scorecore', 'video game music']",149504,46,0.17,0.406,7,-13.885,1,0.0417,0.201,0.931,0.135,0.0439,117.264,4
The Slopes Of The Blessure,The Witcher 3: Wild Hunt - Blood and Wine (Official Soundtrack),Marcin Przybyłowicz,2016-06-01,"['scorecore', 'video game music']",242000,50,0.247,0.263,2,-14.501,0,0.0313,0.845,0.437,0.114,0.066,80.057,4
An End Once and For All - Extended Cut,Mass Effect 3: Extended Cut (Original Soundtrack),EA Games Soundtrack,2012-08-21,['video game music'],286946,40,0.153,0.0433,4,-16.422,0,0.0387,0.967,0.84,0.0908,0.0587,78.542,4
Horizon,Retrograde Motion,DOS-88,2017-01-26,[],188160,9,0.457,0.808,7,-11.63,1,0.0391,8.18e-06,0.724,0.159,0.281,115.002,4
Waves of Light,For,Akira Kosemura,2015-11-25,"['compositional ambient', 'focus', 'j-ambient', 'japanese classical', 'japanese piano', 'neo-classical']",114128,17,0.521,0.306,6,-13.291,1,0.126,0.972,0.912,0.0889,0.365,125.575,3
Silver Moon - EP Version,Land Of The Living EP,Roo Panes,2013-12-02,"['british singer-songwriter', 'indie anthem-folk', 'indie folk', 'indiecoustica', 'neo mellow', 'new americana', 'stomp and holler']",291360,45,0.397,0.269,2,-13.249,1,0.0366,0.89,0.34,0.111,0.0514,116.938,4
Stop Making Yourself Miserable - Remaster 2019,Life in Cycles (Remaster 2019),Vasudeva,2013-02-07,"['instrumental math rock', 'instrumental post-rock', 'math pop', 'progressive post-hardcore']",347187,33,0.262,0.747,11,-7.932,1,0.0302,0.0319,0.825,0.196,0.475,158.039,4
Komorebi,Nausea,Craft Spells,2014-06-10,"['chillwave', 'indie garage rock', 'indie pop', 'indietronica', 'nu gaze', 'shimmer pop']",263691,43,0.18,0.555,1,-8.784,0,0.0326,0.216,0.417,0.102,0.563,166.476,3
Elysia,Elysia,Karmacloud,2017-05-19,[],267713,40,0.289,0.329,2,-10.087,1,0.0292,0.635,1.8e-05,0.112,0.0393,80.16,4
Birdsong,Trapped,They Dream By Day,2016-09-02,"['atmosphere', 'background music', 'focus']",256965,30,0.172,0.00674,5,-17.92,1,0.0572,0.833,0.54,0.0929,0.0334,72.316,4
Vice Verses,Vice Verses (Deluxe),Switchfoot,2011-09-23,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'worship']",307920,36,0.618,0.232,9,-11.783,1,0.0297,0.827,0.00139,0.112,0.0973,139.917,4
Vice Verses,Vice Verses (Deluxe),Switchfoot,2011-09-23,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'worship']",307920,36,0.618,0.232,9,-11.783,1,0.0297,0.827,0.00139,0.112,0.0973,139.917,4
"Everything's Alright (From ""To the Moon"")","Everything's Alright (From ""To the Moon"")",Laura Shigihara,2011-11-01,[],205625,39,0.445,0.12,0,-15.342,1,0.0394,0.988,0.0213,0.12,0.236,108.54,4
"Everything's Alright (From ""To the Moon"")","Everything's Alright (From ""To the Moon"")",Laura Shigihara,2011-11-01,[],205625,39,0.445,0.12,0,-15.342,1,0.0394,0.988,0.0213,0.12,0.236,108.54,4
"Everything's Alright (From ""To the Moon"")","Everything's Alright (From ""To the Moon"")",Laura Shigihara,2011-11-01,[],205625,39,0.445,0.12,0,-15.342,1,0.0394,0.988,0.0213,0.12,0.236,108.54,4
"Everything's Alright (From ""To the Moon"")","Everything's Alright (From ""To the Moon"")",Laura Shigihara,2011-11-01,[],205625,39,0.445,0.12,0,-15.342,1,0.0394,0.988,0.0213,0.12,0.236,108.54,4
"Everything's Alright (From ""To the Moon"")","Everything's Alright (From ""To the Moon"")",Laura Shigihara,2011-11-01,[],205625,39,0.445,0.12,0,-15.342,1,0.0394,0.988,0.0213,0.12,0.236,108.54,4
"Everything's Alright (From ""To the Moon"")","Everything's Alright (From ""To the Moon"")",Laura Shigihara,2011-11-01,[],205625,39,0.445,0.12,0,-15.342,1,0.0394,0.988,0.0213,0.12,0.236,108.54,4
"Everything's Alright (From ""To the Moon"")","Everything's Alright (From ""To the Moon"")",Laura Shigihara,2011-11-01,[],205625,39,0.445,0.12,0,-15.342,1,0.0394,0.988,0.0213,0.12,0.236,108.54,4
Cold,Walking on a Flashlight Beam,Lunatic Soul,2014-10-13,"['neo-progressive', 'polish prog', 'polish psychedelia', 'progressive metal', 'progressive rock', 'symphonic rock']",417666,24,0.348,0.557,0,-13.653,1,0.033,0.739,0.651,0.198,0.364,144.035,4
Cold,Walking on a Flashlight Beam,Lunatic Soul,2014-10-13,"['neo-progressive', 'polish prog', 'polish psychedelia', 'progressive metal', 'progressive rock', 'symphonic rock']",417666,24,0.348,0.557,0,-13.653,1,0.033,0.739,0.651,0.198,0.364,144.035,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
How Sweet the Sound,Corduroy Road,Adam Young,2016-09-01,['indiecoustica'],171826,23,0.694,0.246,7,-15.774,1,0.0679,0.975,0.939,0.113,0.382,139.171,4
Bdy - Joe Mason Remix,Bdy (Remixes),Stalgia,2017-02-17,['vapor soul'],262500,42,0.599,0.754,7,-6.325,0,0.0358,0.342,0.00015,0.216,0.511,88.028,4
The Scientist,A Rush of Blood to the Head,Coldplay,2002-08-08,"['permanent wave', 'pop']",309600,84,0.56,0.442,5,-7.224,1,0.0243,0.727,1.71e-05,0.11,0.212,146.448,4
Polyethylene (Parts 1 & 2) - Remastered,OK Computer OKNOTOK 1997 2017,Radiohead,2017-06-23,"['alternative rock', 'art rock', 'melancholia', 'oxford indie', 'permanent wave', 'rock']",262466,43,0.22,0.499,2,-8.363,1,0.0355,0.000573,0.00122,0.171,0.209,148.994,4
Burn,Trouble,Ray LaMontagne,2004-08-15,"['acoustic pop', 'indie folk', 'neo mellow', 'new americana', 'pop rock', 'stomp and holler']",171640,46,0.52,0.113,0,-14.893,1,0.0418,0.892,0.0,0.11,0.206,99.539,3
