name,album,artist,release_date,genres,length,popularity,danceability,energy,key,loudness,mode,speechiness,acousticness,instrumentalness,liveness,valence,tempo,time_signature
Instant Crush (Radio Edit) - Bonus Track,Male,Natalie Imbruglia,2015-07-24,"['dance pop', 'europop', 'lilith', 'new wave pop', 'pop rock']",206893,24,0.589,0.706,11,-6.352,0,0.0343,0.22,0.0,0.0918,0.397,106.943,4
"Wait Until Tomorrow - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",259160,48,0.49,0.908,1,-6.784,1,0.0658,0.0151,0.00147,0.699,0.738,117.948,4
We Can Make The World Stop,We Can Make the World Stop - EP,The Glitch Mob,2011-07-12,"['edm', 'electro house', 'glitch', 'glitch hop']",325908,56,0.563,0.836,5,-5.891,0,0.0357,0.000846,0.5,0.116,0.154,105.006,4
All I See,Vitals,Mutemath,2015-11-13,['dreamo'],227520,31,0.265,0.335,5,-10.225,1,0.0285,0.897,0.0517,0.0897,0.07,141.645,4
All I See,Vitals,Mutemath,2015-11-13,['dreamo'],227520,31,0.265,0.335,5,-10.225,1,0.0285,0.897,0.0517,0.0897,0.07,141.645,4
Love & Loss,Wake The Earth,The Honey Trees,2009-03-09,[],213373,22,0.528,0.489,0,-7.902,1,0.0261,0.417,1.02e-06,0.0956,0.332,144.974,4
Nandemonaiya - movie edit.,Your Name.,RADWIMPS,2016-08-24,"['j-pop', 'j-rock', 'japanese emo', 'visual kei']",196906,56,0.395,0.331,11,-8.439,1,0.0307,0.404,0.00046,0.0964,0.296,112.114,5
Unspoken,Building An Empire,Demians,2008,"['neo-progressive', 'progressive alternative', 'symphonic rock']",359373,16,0.447,0.485,6,-9.215,0,0.0309,0.0832,0.011,0.418,0.0865,144.968,4
Deform to Form a Star,Grace for Drowning,Steven Wilson,2011-09-27,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",470906,34,0.196,0.171,11,-16.622,0,0.0376,0.732,0.68,0.0753,0.049,72.717,4
Doubting Thomas,Why Should The Fire Die?,Nickel Creek,2005-01-01,"['bluegrass', 'indie folk', 'instrumental bluegrass', 'mandolin', 'progressive bluegrass']",199106,37,0.392,0.14,1,-14.873,1,0.0305,0.905,6.95e-05,0.119,0.274,145.595,4
Fly,Ghost,Devin Townsend Project,2011-06-20,"['alternative metal', 'avant-garde metal', 'canadian metal', 'djent', 'progressive metal', 'vancouver metal']",253946,26,0.377,0.296,7,-15.988,0,0.0327,0.778,0.974,0.093,0.0394,120.035,4
The Party Never Ends,For Crying Out Loud (Deluxe),Kasabian,2017-05-05,"['alternative rock', 'britpop', 'garage rock', 'indie rock', 'leicester indie', 'modern rock', 'rock']",231906,38,0.534,0.7,5,-9.055,0,0.0395,0.137,0.00129,0.107,0.344,83.005,4
Pay the Man,Sacred Hearts Club,Foster The People,2017-07-21,"['indie pop', 'modern alternative rock', 'modern rock', 'rock']",233720,53,0.688,0.769,6,-5.52,0,0.0376,0.00148,1.08e-05,0.262,0.505,99.969,4
Mansion,18 Months,Calvin Harris,2012-10-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",127733,42,0.807,0.793,6,-5.398,1,0.101,0.000594,0.845,0.918,0.105,112.017,4
Bounce (feat. Kelis) - Radio Edit,18 Months,Calvin Harris,2012-10-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",222186,63,0.779,0.963,2,-2.125,0,0.0399,0.0334,0.493,0.664,0.759,127.941,4
Thinking About You (feat. Ayah Marar),18 Months,Calvin Harris,2012-10-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",247933,68,0.725,0.874,0,-3.715,0,0.0396,0.00262,0.000412,0.0958,0.748,127.985,4
Green Valley,18 Months,Calvin Harris,2012-10-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",109106,44,0.483,0.494,9,-8.922,0,0.0509,0.439,0.535,0.0756,0.226,160.054,4
Dreams of William,Music from Before the Storm,Daughter,2017-09-01,['shimmer pop'],259842,35,0.217,0.216,5,-12.098,0,0.0343,0.712,0.923,0.104,0.0739,105.729,4
Goodbye (feat. Mat Kearney),For Love EP,filous,2017-10-06,"['deep tropical house', 'tropical house']",202777,47,0.551,0.574,7,-6.955,1,0.0455,0.166,0.000577,0.162,0.399,108.035,4
New Divide,Transformers: Revenge Of The Fallen The Album,Various Artists,2009-06-12,[],268613,71,0.493,0.808,5,-3.365,0,0.0362,0.000235,0.0,0.0983,0.38,117.971,4
Souvlaki Space Station,Souvlaki,Slowdive,1993,"['alternative rock', 'art pop', 'dream pop', 'indie rock', 'nu gaze', 'reading indie', 'shoegaze']",357373,48,0.387,0.599,4,-8.277,0,0.0301,0.00365,0.789,0.134,0.443,137.936,4
Lose Sight,"If It Were You, We'd Never Leave (Bonus Track Version)",Andrew Bayer,2013-05-20,"['edm', 'progressive house', 'progressive trance', 'progressive trance house', 'trance', 'uplifting trance']",238584,29,0.584,0.614,0,-5.803,0,0.0359,0.389,0.115,0.427,0.173,95.019,4
"I Don't Need No Doctor - Live at the Nokia Theatre, Los Angeles, CA - December 2007",Where the Light Is: John Mayer Live In Los Angeles,John Mayer,2008,"['neo mellow', 'pop', 'pop rock', 'singer-songwriter']",362573,50,0.25,0.903,11,-4.772,0,0.081,0.0575,0.000383,0.966,0.571,172.182,4
Standing Rock Plain (Alternate Version),Standing Rock Plain,Buck Curran,2017-02-28,[],280000,0,0.57,0.342,4,-10.649,0,0.0301,0.89,0.000137,0.0985,0.268,104.13,4
Tanha Dil,Tanha Dil...,Shaan,2000-01-01,"['desi pop', 'filmi', 'modern bollywood', 'sufi']",291240,44,0.621,0.704,7,-5.293,0,0.0236,0.101,0.0,0.185,0.366,99.942,4
Lavinia,The Runaway Found,The Veils,2004-02-16,['modern alternative rock'],331826,37,0.277,0.618,5,-7.866,0,0.0315,0.0118,0.0761,0.336,0.419,183.099,3
Numbered Days,Shootenanny!,Eels,2003-01-01,"['alternative rock', 'melancholia']",222226,25,0.541,0.396,9,-11.59,1,0.0231,0.322,0.00249,0.161,0.211,97.968,4
Out on a Limb,Feel.Love.Thinking.Of.,Faunts,2009-02-03,['edmonton indie'],252280,33,0.714,0.628,11,-8.624,0,0.0434,0.00562,0.0807,0.32,0.788,120.005,5
Okkervil River,Let Bad In,Ciaran Lavery,2016-05-27,"['british singer-songwriter', 'indie anthem-folk', 'irish singer-songwriter']",200373,29,0.462,0.568,1,-8.393,0,0.055,0.0465,0.00202,0.176,0.3,78.015,4
I Will Keep The Bad Things From You,Bastards Of The Beat,The Damnwells,2004-04-06,[],246746,26,0.536,0.1,0,-11.253,1,0.0413,0.842,0.0,0.108,0.294,119.757,4
Another Space Song,Fantastic Planet,Failure,1996,"['alternative metal', 'alternative rock', 'grunge', 'post-hardcore']",310333,48,0.511,0.701,1,-7.861,1,0.0252,0.000253,0.563,0.0631,0.189,84.318,4
Waking up (Acoustic),Acoustic,PVRIS,2014-04-01,"['electropop', 'modern alternative rock', 'modern rock', 'pixie', 'pop', 'pop emo', 'pop punk']",225099,46,0.671,0.344,6,-8.001,0,0.0273,0.689,0.000367,0.267,0.179,109.975,4
Spirit Of The Stairwell,Blue Sky Noise (Deluxe - Remastered),Circa Survive,2018-08-10,"['dreamo', 'emo', 'philly indie', 'pop punk', 'post-hardcore', 'progressive post-hardcore', 'screamo']",330933,36,0.398,0.423,7,-9.475,0,0.0299,0.507,0.0025,0.301,0.289,127.838,4
Lose Yourself,Specter At the Feast,Black Rebel Motorcycle Club,2013-03-19,"['alternative rock', 'blues rock', 'dance-punk', 'garage rock', 'garage rock revival', 'indie rock', 'modern alternative rock', 'modern blues rock', 'modern rock', 'permanent wave', 'rock']",519413,18,0.475,0.589,4,-10.58,1,0.0433,0.199,0.623,0.103,0.164,113.975,4
Islands,IS,Hey Ocean!,2012,"['canadian electropop', 'canadian indie', 'quebec indie', 'vancouver indie']",284800,36,0.521,0.478,5,-9.972,1,0.0266,0.795,0.00126,0.0825,0.452,94.998,4
Il posto più freddo,Aurora,I Cani,2016-01-29,"['italian alternative', 'italian indie pop', 'italian pop', 'rome indie']",288333,48,0.665,0.47,7,-7.033,1,0.0328,0.575,0.000975,0.35,0.31,76.984,4
Costruire,Novo Mesto,Niccolò Fabi,2006-01-01,"['classic italian pop', 'italian alternative', 'italian arena pop', 'italian indie pop', 'italian pop']",313893,47,0.28,0.442,5,-7.859,0,0.0371,0.519,0.000132,0.102,0.349,59.135,4
Costruire,Novo Mesto,Niccolò Fabi,2006-01-01,"['classic italian pop', 'italian alternative', 'italian arena pop', 'italian indie pop', 'italian pop']",313893,47,0.28,0.442,5,-7.859,0,0.0371,0.519,0.000132,0.102,0.349,59.135,4
Heaven - MTV Unplugged Version,MTV Unplugged,Bryan Adams,1997-01-01,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",270506,59,0.367,0.332,0,-8.87,1,0.0331,0.717,0.0,0.678,0.344,130.476,4
She Knows Me,Tracks Of My Years,Bryan Adams,2014-09-30,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",216760,14,0.684,0.659,4,-5.535,1,0.0287,0.0742,0.0,0.0708,0.55,120.99,4
She Knows Me,Tracks Of My Years,Bryan Adams,2014-09-30,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",216760,14,0.684,0.659,4,-5.535,1,0.0287,0.0742,0.0,0.0708,0.55,120.99,4
Where Angels Fear To Tread,On A Day Like Today,Bryan Adams,1998-01-01,"['album rock', 'canadian pop', 'canadian singer-songwriter', 'classic canadian rock', 'heartland rock', 'mellow gold', 'rock', 'soft rock']",227800,26,0.588,0.399,0,-9.18,1,0.0269,0.452,8.68e-05,0.205,0.37,138.055,4
Soma,Is This It,The Strokes,2001-07-30,"['alternative rock', 'garage rock', 'modern rock', 'permanent wave', 'rock']",153840,51,0.499,0.706,0,-7.335,1,0.0302,0.0747,0.00289,0.0753,0.483,148.931,4
Like Dust I Have Cleared from My Eye,Grace for Drowning,Steven Wilson,2011-09-27,"['alternative metal', 'art rock', 'progressive metal', 'progressive rock', 'symphonic rock']",481026,22,0.126,0.0539,9,-20.352,1,0.0459,0.799,0.509,0.0901,0.038,82.57,4
"Shot Down in Flames - Live Hammersmith Odeon, London, Nov. 2, 1979",Backtracks,AC/DC,2009-11-10,"['album rock', 'australian rock', 'hard rock', 'rock']",208546,25,0.339,0.952,2,-4.398,1,0.0524,7.1e-05,0.768,0.904,0.59,136.075,4
Tadbeer Se Bigdi Hui Taqdeer,Bluff Master (Original Motion Picture Soundtrack),Various Artists,1963-12-01,[],205584,14,0.885,0.541,1,-13.014,1,0.0969,0.0876,0.793,0.108,0.547,106.01,4
Misread,Riot On An Empty Street,Kings of Convenience,2004-01-01,"['bergen indie', 'melancholia', 'norwegian indie']",188400,60,0.637,0.625,6,-9.783,1,0.0382,0.734,0.514,0.128,0.896,160.748,4
The Edge of the Earth - EP Version,"The Edge of the Earth: Unreleased Songs from the Film ""Fading West""",Switchfoot,2014-09-09,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'worship']",253878,36,0.466,0.482,5,-8.104,1,0.0307,0.829,0.0014,0.0779,0.278,129.961,4
The Edge of the Earth - EP Version,"The Edge of the Earth: Unreleased Songs from the Film ""Fading West""",Switchfoot,2014-09-09,"['ccm', 'christian alternative rock', 'christian music', 'christian rock', 'neo mellow', 'pop rock', 'worship']",253878,36,0.466,0.482,5,-8.104,1,0.0307,0.829,0.0014,0.0779,0.278,129.961,4
Báilalo,Báilalo,Armando & Heidy,2017-04-07,[],201818,39,0.787,0.902,1,-4.815,1,0.0542,0.00701,0.0239,0.367,0.899,132.034,4
"It's Inside Me, and I'm Inside It",Let Yourself Be Huge,Cloudkicker,2011-11-17,"['djent', 'instrumental rock', 'post-rock']",307505,29,0.575,0.521,10,-11.793,1,0.0329,0.552,0.861,0.211,0.241,140.002,3
Magma,Magma,Gojira,2016-06-17,"['alternative metal', 'french death metal', 'french metal', 'metal', 'nu metal', 'progressive groove metal', 'progressive metal']",402493,52,0.375,0.888,0,-5.946,1,0.0447,0.000239,0.00708,0.0942,0.191,66.751,4
The Girl with the Starry Eyes,whereisluna,LoneMoon,2016-01-08,['experimental hip hop'],260750,7,0.527,0.155,0,-24.247,1,0.0386,0.83,0.84,0.26,0.0396,140.058,4
The Dike,The Witcher (Original Game Soundtrack),Pawel Blaszczak,2015-09-09,['video game music'],424786,36,0.134,0.142,11,-17.327,0,0.0382,0.93,0.868,0.0935,0.0648,79.761,4
In the Line of Fire,Kingdom of Night,Confrontational,2016-10-01,['darksynth'],342250,8,0.505,0.911,9,-5.124,0,0.0316,6.43e-05,0.836,0.134,0.189,121.997,4
Drive,Wanderlust,Gavin Rossdale,2012-01-01,"['pop rock', 'post-grunge']",225493,11,0.317,0.873,5,-4.303,1,0.0939,0.174,0.0,0.311,0.408,180.129,4
Fireflies - Live From Spotify NYC,Spotify Sessions,Owl City,2012-01-01,"['modern rock', 'pop', 'pop rock', 'post-teen pop']",293506,30,0.398,0.529,11,-10.085,1,0.0965,0.547,0.0,0.744,0.696,153.704,4
Mr. Jones,August And Everything After,Counting Crows,1993-01-01,"['alternative rock', 'neo mellow', 'pop rock', 'rock']",272293,77,0.578,0.817,0,-6.542,1,0.0363,0.183,3.06e-06,0.285,0.726,141.621,4
Wolven Storm - Russian,Wolven Storm (Russian),Marcin Przybyłowicz,2015-08-26,"['scorecore', 'video game music']",198400,29,0.501,0.135,2,-17.496,0,0.0565,0.942,0.0,0.0738,0.688,149.802,4
Kindling,Kindling,Alan Gogoll,2016-08-27,"['calming instrumental', 'tassie indie']",212591,20,0.278,0.36,2,-18.675,1,0.0387,0.768,0.858,0.103,0.706,92.586,3
The Contender,Make the Road By Walking,Menahan Street Band,2008-10-14,"['afrobeat', 'brass band', 'funk', 'instrumental funk', 'soul']",228920,43,0.611,0.785,2,-7.174,1,0.0301,0.0866,0.83,0.129,0.656,103.688,4
The Crossing,The Crossing,Menahan Street Band,2012-10-30,"['afrobeat', 'brass band', 'funk', 'instrumental funk', 'soul']",306680,46,0.445,0.752,1,-8.226,1,0.0648,0.0401,0.867,0.0884,0.834,178.009,4
Incarcerated Scarfaces,Enter The 37th Chamber,El Michels Affair,2012-09-25,"['afrobeat', 'funk', 'indie jazz', 'indie soul', 'instrumental soul', 'soul']",100493,32,0.76,0.494,11,-9.391,1,0.042,0.0184,0.828,0.102,0.27,90.258,4
Take It All Back 2.0,Folk Hop N' Roll (Deluxe),Judah & the Lion,2017-03-10,"['banjo', 'folk-pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",218355,64,0.441,0.802,0,-6.411,1,0.0305,0.0104,6.25e-05,0.123,0.783,148.023,4
Love The Way You Lie,Recovery,Eminem,2010-06-18,"['detroit hip hop', 'hip hop', 'rap']",263373,82,0.749,0.925,10,-5.034,1,0.227,0.241,0.0,0.52,0.641,86.989,4
Jaguar,Les Revenants,Mogwai,2013-02-25,"['british post-rock', 'cosmic post-rock', 'post-rock']",138960,24,0.382,0.148,11,-23.642,1,0.0453,0.652,0.876,0.0952,0.0658,199.878,4
Windswept,Skeletons,Crywolf,2017-03-10,"['chillstep', 'edm', 'indie poptimism', 'melodic dubstep']",368088,36,0.171,0.439,2,-5.707,0,0.035,0.678,0.0,0.182,0.141,159.693,3
All Time,Life,KNOWER,2016-02-05,['la pop'],225692,27,0.548,0.394,0,-9.176,0,0.038,0.071,1.32e-05,0.325,0.322,129.952,4
Everything - Original Mix,Everything - Single,Yinyues,2013-04-16,['substep'],261191,46,0.448,0.424,9,-9.885,1,0.0284,0.371,0.0193,0.0712,0.062,124.968,4
Premonition,UNDERTALE Soundtrack,Toby Fox,2016-06-03,['indie game soundtrack'],61754,47,0.31,0.00209,11,-29.378,0,0.0435,0.996,0.857,0.0956,0.11,66.504,4
The Court of the Crimson King,The Tokyo Tapes,Steve Hackett,2014-05-26,"['album rock', 'art rock', 'canterbury scene', 'instrumental rock', 'jazz fusion', 'neo-progressive', 'progressive rock', 'symphonic rock']",459600,41,0.267,0.387,4,-10.316,0,0.0372,0.0439,0.00697,0.742,0.0782,135.26,4
The Answer Lies Within,Octavarium,Dream Theater,2005-06-06,"['metal', 'neo classical metal', 'progressive metal', 'progressive rock', 'rock']",326186,40,0.439,0.351,7,-8.98,0,0.0278,0.505,1.03e-06,0.119,0.0571,142.108,4
Transcendence,Transcendence (Deluxe Edition),Devin Townsend Project,2016-09-09,"['alternative metal', 'avant-garde metal', 'canadian metal', 'djent', 'progressive metal', 'vancouver metal']",354606,32,0.416,0.916,4,-5.892,0,0.0483,4.23e-05,0.847,0.383,0.347,89.976,4
Matmos,Echo Street (Bonus Edition),Amplifier,2016-08-12,"['neo-progressive', 'progressive alternative']",492533,22,0.292,0.596,9,-8.819,0,0.034,0.0413,0.147,0.0872,0.107,126.289,4
Burden,Watershed (Special Edition),Opeth,2008-06-03,"['alternative metal', 'death metal', 'metal', 'progressive metal', 'rock', 'swedish metal', 'swedish progressive metal']",461053,51,0.313,0.631,2,-7.734,0,0.0395,0.0525,0.0833,0.184,0.184,119.972,4
Burden,Watershed (Special Edition),Opeth,2008-06-03,"['alternative metal', 'death metal', 'metal', 'progressive metal', 'rock', 'swedish metal', 'swedish progressive metal']",461053,51,0.313,0.631,2,-7.734,0,0.0395,0.0525,0.0833,0.184,0.184,119.972,4
Daddy,Casualties of Cool,Devin Townsend,2014-05-16,"['alternative metal', 'canadian metal', 'progressive metal', 'vancouver metal']",311186,45,0.623,0.533,9,-16.008,1,0.0368,0.2,0.637,0.374,0.578,104.063,4
Pull Me Under,Images and Words,Dream Theater,1992-06-30,"['metal', 'neo classical metal', 'progressive metal', 'progressive rock', 'rock']",493933,61,0.532,0.941,9,-9.025,1,0.0465,0.000579,0.0527,0.15,0.278,102.198,4
Pull Me Under,Images and Words,Dream Theater,1992-06-30,"['metal', 'neo classical metal', 'progressive metal', 'progressive rock', 'rock']",493933,61,0.532,0.941,9,-9.025,1,0.0465,0.000579,0.0527,0.15,0.278,102.198,4
Earthrise,Affinity,Haken,2016-04-29,"['jazz metal', 'progressive metal', 'symphonic rock']",288280,36,0.326,0.833,4,-5.145,1,0.0727,0.00315,2.51e-05,0.268,0.459,133.955,4
Death Whispered a Lullaby,Damnation,Opeth,2003-04-22,"['alternative metal', 'death metal', 'metal', 'progressive metal', 'rock', 'swedish metal', 'swedish progressive metal']",349746,45,0.567,0.445,7,-7.226,1,0.0283,0.0207,0.000887,0.0882,0.143,149.985,4
Rewind,The Congregation,Leprous,2015-06-02,"['djent', 'norwegian metal', 'prog metal', 'progressive metal']",427320,40,0.252,0.903,0,-6.297,0,0.0972,0.000125,0.497,0.133,0.182,193.915,4
Silent Gold,In The Passing Light Of Day,Pain of Salvation,2017-01-13,"['neo-progressive', 'prog metal', 'progressive metal', 'swedish progressive metal', 'symphonic rock']",203226,37,0.506,0.181,4,-10.821,0,0.0309,0.839,0.00871,0.0975,0.197,143.408,4
Let It Go,Chaos And The Calm,James Bay,2014-12-15,"['neo mellow', 'pop', 'pop rock']",260533,74,0.546,0.311,1,-10.396,1,0.0288,0.818,1.65e-05,0.107,0.246,147.464,4
A Forest,Westworld: Season 1 (Music from the HBO Series),Ramin Djawadi,2016-12-05,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']",168913,40,0.758,0.189,9,-16.658,0,0.0489,0.984,0.894,0.112,0.259,121.018,4
"Paint It, Black",Westworld: Season 1 (Music from the HBO Series),Ramin Djawadi,2016-12-05,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']",344017,55,0.327,0.332,9,-11.326,0,0.0384,0.631,0.891,0.0912,0.0989,73.855,4
"Paint It, Black",Westworld: Season 1 (Music from the HBO Series),Ramin Djawadi,2016-12-05,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']",344017,55,0.327,0.332,9,-11.326,0,0.0384,0.631,0.891,0.0912,0.0989,73.855,4
"Paint It, Black",Westworld: Season 1 (Music from the HBO Series),Ramin Djawadi,2016-12-05,"['german soundtrack', 'scorecore', 'soundtrack', 'video game music']",344017,55,0.327,0.332,9,-11.326,0,0.0384,0.631,0.891,0.0912,0.0989,73.855,4
Blind,Lifehouse,Lifehouse,2005-03-22,"['alternative metal', 'neo mellow', 'pop rock', 'post-grunge']",300066,55,0.425,0.75,2,-4.796,1,0.0293,0.00335,0.0,0.115,0.266,86.911,4
The Middle,Bleed American,Jimmy Eat World,2001-07-17,"['emo', 'modern power pop', 'modern rock', 'neo mellow', 'pop punk', 'pop rock', 'rock']",165853,78,0.643,0.849,2,-5.428,1,0.0526,0.0371,0.0,0.058,0.903,162.152,4
Love Is Easy,All Good Things,Thom Hell,2010-03-08,"['norwegian indie', 'norwegian pop', 'norwegian singer-songwriter', 'oslo indie']",177600,16,0.475,0.392,11,-9.965,0,0.0265,0.879,2.54e-05,0.264,0.217,93.082,4
Only You,Portishead,Portishead,1997-01-01,"['art pop', 'electronica', 'laboratorio', 'trip hop']",299560,49,0.581,0.316,5,-12.212,1,0.19,0.334,0.0145,0.148,0.108,120.349,4
Believe You're Mine,You Know Who You Are,Nada Surf,2016-03-04,['power pop'],275302,21,0.594,0.558,9,-7.924,1,0.0279,0.183,0.0261,0.133,0.358,122.058,4
Believe You're Mine,You Know Who You Are,Nada Surf,2016-03-04,['power pop'],275302,21,0.594,0.558,9,-7.924,1,0.0279,0.183,0.0261,0.133,0.358,122.058,4
Atrophy,Hospice,The Antlers,2009-06-23,"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']",460266,35,0.286,0.247,2,-18.214,1,0.0494,0.782,0.741,0.0652,0.0364,125.022,3
Vandalism,Compassion,Forest Swords,2017-05-05,"['art pop', 'electronica', 'hauntology', 'microhouse', 'uk experimental electronic']",277333,24,0.286,0.263,11,-14.926,0,0.0496,0.837,0.853,0.0968,0.0726,93.237,5
Blue Rose,Blue Rose,Skrux,2016-12-05,"['chillstep', 'edm', 'future bass', 'melodic dubstep', 'pop edm']",251678,36,0.38,0.717,10,-5.678,1,0.0339,0.00804,0.00576,0.0755,0.0936,139.953,4
Sunday Sun,Sea Change,Beck,2002-01-01,"['alternative rock', 'anti-folk', 'modern rock', 'permanent wave', 'rock']",284466,36,0.521,0.722,4,-7.14,1,0.0259,0.222,0.0078,0.138,0.339,99.449,4
3AM,Yourself or Someone Like You,Matchbox Twenty,1996-10-01,"['neo mellow', 'pop rock', 'post-grunge']",225946,71,0.521,0.673,8,-8.685,1,0.0284,0.00573,0.0,0.12,0.543,108.031,4
3AM,Yourself or Someone Like You,Matchbox Twenty,1996-10-01,"['neo mellow', 'pop rock', 'post-grunge']",225946,71,0.521,0.673,8,-8.685,1,0.0284,0.00573,0.0,0.12,0.543,108.031,4
Putting The Dog To Sleep,Burst Apart,The Antlers,2011-05-10,"['art pop', 'brooklyn indie', 'chamber pop', 'freak folk', 'indie folk', 'indie pop', 'indie rock', 'melancholia', 'stomp and holler']",347769,43,0.476,0.405,0,-10.543,1,0.0355,0.496,0.0521,0.208,0.0795,137.019,3
Drinking from the Bottle (feat. Tinie Tempah),18 Months,Calvin Harris,2012-10-29,"['dance pop', 'edm', 'electro house', 'house', 'pop', 'progressive house', 'tropical house', 'uk dance']",240346,63,0.665,0.886,9,-4.175,0,0.0514,0.0469,6.24e-05,0.0525,0.53,128.062,4
Heathens,Heathens,Twenty One Pilots,2016-06-16,"['modern rock', 'rock']",195920,82,0.732,0.396,4,-9.348,0,0.0286,0.0841,3.58e-05,0.105,0.548,90.024,4
Somewhere In-Between (Bonus Track),Kids These Days,Judah & the Lion,2014-09-09,"['banjo', 'folk-pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",210216,31,0.543,0.492,0,-9.493,1,0.0349,0.366,0.0017,0.113,0.386,87.288,4
Suit And Jacket,Folk Hop N' Roll (Deluxe),Judah & the Lion,2017-03-10,"['banjo', 'folk-pop', 'indie poptimism', 'indiecoustica', 'modern alternative rock', 'modern rock', 'pop rock', 'stomp and holler']",222256,62,0.452,0.58,10,-8.613,1,0.0462,0.222,3.23e-05,0.101,0.111,164.162,4
Run Me Through,Variations on a Dream (Remastered),The Pineapple Thief,2003-11-18,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",269733,12,0.592,0.627,4,-10.705,0,0.0336,0.0268,0.261,0.0833,0.352,120.005,4
It`s Just You and Me,Introducing... The Pineapple Thief,The Pineapple Thief,2014-01-27,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",298986,7,0.291,0.626,9,-8.015,0,0.0326,0.00807,0.0174,0.112,0.299,120.109,3
Remember Us,Variations on a Dream (Remastered),The Pineapple Thief,2003-11-18,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",969053,20,0.348,0.674,4,-8.359,0,0.0339,0.0216,0.767,0.0903,0.0385,119.983,4
Remember Us,Variations on a Dream (Remastered),The Pineapple Thief,2003-11-18,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",969053,20,0.348,0.674,4,-8.359,0,0.0339,0.0216,0.767,0.0903,0.0385,119.983,4
Remember Us,Variations on a Dream (Remastered),The Pineapple Thief,2003-11-18,"['art rock', 'modern progressive rock', 'neo-progressive', 'progressive metal', 'progressive rock', 'symphonic rock']",969053,20,0.348,0.674,4,-8.359,0,0.0339,0.0216,0.767,0.0903,0.0385,119.983,4
Modern Guilt,Modern Guilt,Beck,2008-01-01,"['alternative rock', 'anti-folk', 'modern rock', 'permanent wave', 'rock']",192466,40,0.736,0.498,10,-6.9,0,0.0333,0.0644,0.315,0.107,0.606,150.268,4
Ways to Go,Spreading Rumours,Grouplove,2013-09-17,"['indie pop', 'indie rock', 'la indie', 'modern alternative rock', 'modern rock', 'pop rock', 'rock', 'stomp and holler']",215520,67,0.577,0.827,7,-7.54,1,0.0365,0.00338,0.000647,0.26,0.179,101.031,4
My Body Is a Cage,Neon Bible,Arcade Fire,2007,"['alternative dance', 'alternative rock', 'baroque pop', 'canadian indie', 'dance-punk', 'indie pop', 'indie rock', 'modern rock', 'new rave', 'permanent wave', 'quebec indie', 'rock']",287240,63,0.296,0.502,0,-8.653,0,0.0336,0.315,0.0551,0.229,0.313,81.045,4
Today,Summer's Gone,ODESZA,2012-09-05,"['chillwave', 'ninja']",255165,49,0.529,0.899,2,-4.998,1,0.0454,0.00544,0.845,0.108,0.077,99.692,4
Doubt (Summer Edit),Doubt (Summer Edit),Shallou,2016-08-23,"['electropop', 'indie poptimism', 'indietronica', 'new french touch', 'pop', 'tropical house', 'vapor soul']",226857,50,0.733,0.62,3,-8.556,1,0.0698,0.168,0.000989,0.118,0.122,104.95,4
The Calm,The Flood (Deluxe Reissue),Of Mice & Men,2011,"['melodic metalcore', 'metalcore', 'post-screamo', 'screamo']",110480,39,0.497,0.159,9,-18.554,0,0.0414,0.00204,0.871,0.113,0.036,110.079,4
