,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
149,Ikue Asazaki,AMAMI,EEUMI,3UIJZ1Nb50SVgenppWpPaO,0.421,0.178,6,-14.254,0,0.0395,0.00354,0.104,0.0956,128.662,156160,4
150,萬能青年旅店,萬能青年旅店 (Omnipotent Youth Society),殺死那個石家莊人 (Kill the One from Shijiazhuang),0AZPvfmlPBpTWNre8PYv1X,0.414,0.446,11,-6.892,0,0.0355,0.00194,0.106,0.446,185.725,344253,4
151,Cold War Kids,LA DIVINE,Free To Breathe,0LGjEqDTpbAdQG8INBag3s,0.406,0.108,2,-13.723,1,0.05,0.0123,0.115,0.147,79.668,199560,1
152,LEO ISLO,Coexist,Coexist,68337SlK1noH49EYlLB7HH,0.264,0.6,5,-6.116,0,0.0544,7.96e-06,0.0468,0.258,175.232,245455,4
153,The Analog Affair,Wild EP,We Were Lovers,6JORMMQcK7e4hIF0FCYMxs,0.509,0.453,4,-7.897,0,0.0337,0.57,0.347,0.126,130.014,221077,4
154,Owen,The King of Whys,Sleep Is a Myth,3miwMUjiIhhPPfTEJjHOE1,0.611,0.492,0,-14.392,1,0.0259,0.264,0.284,0.407,91.984,267836,3
155,namara,Sundown,Sundown,3MMoSGatcGMrtSRLCBOsI6,0.24,0.0411,2,-22.394,1,0.0358,0.535,0.116,0.112,160.251,220891,5
156,Younger Brother,The Last Days Of Gravity,Ribbon On A Branch,66OKhLJ2kAi4VjT8nbhBeX,0.479,0.585,0,-9.027,1,0.0314,0.523,0.0829,0.109,132.99,468947,4
157,Beverly Glenn-Copeland,Keyboard Fantasies,Ever New,3uCK9eoFMBc4juNYOw92fm,0.521,0.375,7,-14.399,1,0.0332,0.783,0.109,0.456,123.992,428543,3
158,High Highs,Open Season,Flowers Bloom,1sxJK0tAZtKJHLOauwkSi2,0.253,0.445,10,-8.84,1,0.0298,0.069,0.11,0.151,116.69,180800,4
159,Sky Sailing,An Airplane Carried Me To Bed,Sailboats,5E4aDiT6qo8bKLFl26euBS,0.527,0.417,5,-9.975,1,0.0282,0.0,0.101,0.379,149.979,259013,4
160,Flatsound,Hummingbird,Even the Stars Can Be Hollow,5GdVVe3wJlcblESYlha98b,0.577,0.176,2,-17.528,1,0.042,0.569,0.116,0.0384,120.183,202375,4
161,Psychic Babble,My Brother's Ears/My Sister's Eyes,Five Fold Kiss (Don't Sleep),409pABExhKsAxAMdFgWZYD,0.632,0.622,5,-6.843,1,0.0291,0.0151,0.57,0.41,110.043,264947,4
162,ELISA,DIAMOND MEMORIES: All Time Best of ELISA (2013-2018 Edition),Rain or Shine,4fgG27fPMy8PUmwY0Hj0IL,0.519,0.281,7,-8.387,1,0.0255,0.000236,0.155,0.183,98.029,236547,4
163,The Notwist,Neon Golden,Consequence,7z7LK04ofhX3NX9G9fUAov,0.656,0.339,0,-9.493,1,0.0258,0.793,0.111,0.26,96.951,313347,4
164,Big Thief,Capacity,Mary,6dtB54Z7eICDUOPq3QwXuo,0.406,0.1,5,-14.426,1,0.039,4.85e-06,0.104,0.0649,96.619,330107,4
165,Mother Mother,Very Good Bad Thing,Alone And Sublime,0EgTysRj4RelbzBXbeHBso,0.316,0.254,7,-14.699,1,0.0289,0.165,0.199,0.0385,80.954,344907,4
166,Toh Kay,Streetlight Lullabies,"A Better Place, a Better Time",1PcWIO6xttH5x7xw76jYnW,0.559,0.292,1,-14.053,1,0.0523,0.428,0.113,0.609,120.445,366240,4
167,Jesse Ruben,This Is Why I Need You,This Is Why I Need You,5CtFsq9BSDpBgMU6MeQ8ZS,0.369,0.31,3,-15.304,1,0.0404,0.00558,0.107,0.344,78.562,224253,4
168,Tiësto,Red Lights,Red Lights - 3LAU's Acoustic Version,1DRi4qnbpeo8hPGIYVeRPP,0.673,0.356,10,-6.664,1,0.0302,0.0,0.118,0.381,117.951,160395,4
169,Wovoka Gentle,Wovoka Gentle EP (Red),All Exterior Dark,43MkctNtFIGKUwO4IH1PWQ,0.372,0.241,11,-13.139,0,0.0345,0.937,0.0994,0.0378,119.877,432160,4
170,You'll Never Get to Heaven,Images,Beyond the Clouds,6vMaCzTnismT6N45MDCMfa,0.633,0.575,7,-9.667,0,0.0298,0.924,0.105,0.239,117.52,248681,4
171,Sunday Moon,City Lights,City Lights,36xcAYhiCUnzBoydVmxkO3,0.602,0.303,6,-7.978,1,0.0451,0.091,0.145,0.327,135.99,241699,4
172,The Midnight,Kids,Youth,2iEWuzGZX9VJVCANbGw25z,0.248,0.264,2,-17.347,1,0.065,0.069,0.313,0.161,76.742,189648,3
173,Matty,Déjàvu,I'll Gladly Place Myself Below You,7fpEayIv2yPcLnbiRLDMWn,0.518,0.439,5,-9.367,1,0.0295,0.891,0.11,0.283,93.003,312360,4
174,Alex Siegel,Daydreaming Pilot,Daydreaming Pilot,57yvSpTYfbERraGRd81zHU,0.78,0.488,0,-9.438,1,0.0359,0.702,0.0741,0.721,120.967,164125,4
