,artist,album,track_name,track_id,danceability,energy,key,loudness,mode,speechiness,instrumentalness,liveness,valence,tempo,duration_ms,time_signature
148,Bonobo,Black Sands,Black Sands,6uoM7KHsyJsHZqBQHKjQbc,0.525,0.499,0,-9.023,0,0.0246,0.936,0.0966,0.338,87.989,408960,3
149,Smoky,Night Music / Ambient Haze EP Vol 3,Penarth Pier,7wD904p1RznL1Mvp3Z3qFq,0.201,0.078,9,-26.306,1,0.0442,0.909,0.0886,0.0374,143.001,227000,5
150,ATTLAS,Siren EP,Luna,6znOHO2N68FhzQ9ShU2W1E,0.312,0.129,9,-19.685,1,0.0315,0.822,0.102,0.28,189.861,222433,3
151,Garth Stevenson,Voyage,Voyage,4BgeMvo3n3JROYdFgkpQIo,0.274,0.265,1,-19.963,1,0.0365,0.868,0.0771,0.053,112.002,393627,4
152,Rockabye Baby!,Lullaby Renditions of the Flaming Lips,Yoshimi Battles the Pink Robots Pt. 1,4cCARox5ZHPMeEVp3Vg4nF,0.711,0.0722,0,-24.819,1,0.095,0.895,0.0811,0.918,155.972,235733,4
153,Maxence Cyrin,Novö Piano,Where Is My Mind,4jNQkWhuzqrbqQuqanFFJ6,0.333,0.114,9,-21.255,1,0.0453,0.96,0.119,0.0566,141.839,165160,4
154,Industries of the Blind,Chapter 1: Had We Known Better,I Just Wanted to Make You Something Beautiful,7yw2jKCffMUiYqB1wo3fbC,0.308,0.54,1,-8.198,0,0.035,0.805,0.466,0.0689,110.681,782129,4
155,Ramin Djawadi,Westworld: Season 1 (Music from the HBO® Series),Exit Music (For a Film),6XmdsD2GKYGMiAqqrM0WON,0.296,0.15,7,-11.921,1,0.0385,0.896,0.0955,0.046,128.222,266695,4
156,Evocativ,"The Lovers, Pt. 2","The Lovers, Pt. 2",4K0qgpb6FcpGacb15MSaLX,0.579,0.327,2,-17.461,0,0.0288,0.816,0.109,0.134,127.989,382500,4
157,Chet Baker,The Very Best Of Chet Baker,If You Could See Me Now,2QZtOFPATNgKpUJiGUARZk,0.511,0.031,3,-19.636,1,0.0388,0.898,0.139,0.179,112.911,318413,4
158,Clem Leek,Lifenotes,You’re So Very Far Away,6IhFOgNP7YeQ3PoI8kcRLn,0.311,0.109,9,-17.777,1,0.0347,0.882,0.127,0.0775,137.049,179000,4
159,Adam Young,Corduroy Road,Kennesaw Mountain,4TEzwvTttmf95ILo8HBMNx,0.389,0.179,8,-21.316,1,0.0423,0.115,0.062,0.0361,111.35,179880,3
160,Electus,Frozen Tides,Frozen Tides,6XtzongUMyQChAZrcTwcDq,0.454,0.19,0,-18.005,1,0.0365,0.933,0.36,0.0735,130.06,268630,4
161,Midst,EP,"Wake Up, O Sleeper",0uaEDYzmqeb5ypVzEFa1g2,0.299,0.161,8,-16.963,1,0.0358,0.64,0.11,0.0383,134.912,362000,4
162,Sigur Rós,(Untitled),Sigur 3 (Untitled),2zkZGzzWOzGwi1rtWv7mhZ,0.122,0.246,3,-13.991,1,0.0318,0.918,0.108,0.0363,85.609,393427,4
163,Hammock,Raising Your Voice...Trying to Stop an Echo,I Can Almost See You,0jVy0Y3QEtUKsrIHAZuR45,0.0964,0.46,4,-9.822,1,0.0352,0.814,0.0909,0.04,87.912,253147,1
164,Radiohead,Kid A,Treefingers,4DPQvbgSM0IdX4O3HOACwL,0.157,0.145,6,-21.359,1,0.0354,0.886,0.109,0.0635,138.305,222600,3
165,Radiohead,Kid A,Untitled,2YsJM80gRMAhCikUkNZT3G,0.327,0.225,7,-16.341,1,0.067,0.813,0.106,0.0766,63.422,52695,3
166,Jónsi,Riceboy Sleeps,Boy 1904,08rxU9IwPIjQpH4AyA5TDf,0.183,0.245,7,-17.934,1,0.039,0.974,0.417,0.0376,123.139,303320,4
167,Shook,Continuum,"Don't Worry, It's Okay",3qyclmm3oy9LG6TKCmkvye,0.215,0.0749,0,-17.491,1,0.0316,0.912,0.126,0.0478,91.583,327184,3
168,Kaki King,... Until We Felt Red,Night After Sidewalk,5V8lsCRhYJCTO8eVGpdUcI,0.258,0.269,8,-17.225,0,0.0401,0.783,0.111,0.0936,129.86,211040,3
169,Trent Reznor and Atticus Ross,Before the Flood (Music from the Motion Picture),Thin Ice,65ROuREUdXBKfTVoSkQRRJ,0.285,0.129,0,-20.141,0,0.0383,0.747,0.11,0.101,101.767,65777,4
170,Trent Reznor and Atticus Ross,Before the Flood (Music from the Motion Picture),And When the Sky Was Opened,1ezqT8mFWe2SAL6yrbwE1A,0.121,0.0483,9,-25.524,0,0.0408,0.905,0.125,0.0558,66.026,395397,4
171,Trent Reznor and Atticus Ross,Before the Flood (Music from the Motion Picture),Ghost Nets,1MHcin1wN5yo8XTweWKbMK,0.299,0.0988,5,-27.791,0,0.0382,0.889,0.125,0.0355,79.767,313477,4
172,Yo La Tengo,I Can Hear The Heart Beating As One,Green Arrow,0jgsq6l1yMZIlJX4AFXAgA,0.174,0.151,7,-19.387,0,0.0334,0.824,0.0871,0.0785,174.264,343800,4
173,Helios,Moiety,Nothing It Can,4YEKwC3ipNg9LdR02OL8h2,0.181,0.245,1,-12.333,1,0.0389,0.899,0.0681,0.0366,109.007,287521,4
174,Good Weather For An Airstrike,A Home For You,Awaiting Your Arrival,71N3qjgeCIJGhP9uSN1ZHT,0.103,0.154,10,-20.638,1,0.0488,0.824,0.0711,0.0368,178.765,544000,3
175,sleepmakeswaves,In Today Already Walks Tomorrow,"It's Dark, It's Cold, It's Winter",64MimfdzjqHsBpxr8pUuCR,0.4,0.299,4,-17.903,1,0.0332,0.924,0.0701,0.0471,87.922,285613,3
176,Thrupence,Thoughts,Thought 8,4uarXUhPpUbGUtpqCGePKS,0.574,0.396,0,-11.92,1,0.0404,0.887,0.103,0.0383,120.014,204000,4
177,Buck Curran,Immortal Light,Wayfaring Summer (Reprise),3U6aNB03QtaTbVygAceztZ,0.58,0.213,9,-9.929,1,0.0515,0.891,0.0801,0.138,95.349,175835,4
178,Maribou State,Portraits,Varkala,0KFjTOGE68i5iz0IMVKJR4,0.293,0.234,2,-16.465,1,0.0393,0.92,0.187,0.124,114.333,204024,4
179,Clem Leek,Rest,Bless Those Tired Eyes,7tZku9Vp402YZ4wW2UYLU3,0.301,0.198,10,-18.721,0,0.0314,0.871,0.104,0.04,136.903,232221,1
180,Clem Leek,Rest,Never A Lover,6bpiQB6UXAoZxmqFDPIv3b,0.522,0.435,2,-13.942,1,0.0277,0.884,0.132,0.0353,100.53,103381,4
181,Nine Inch Nails,Ghosts I-IV,13 Ghosts II,1HwDwWdJgbI23mGJpGqBL6,0.496,0.0542,7,-27.766,1,0.037,0.935,0.111,0.0669,118.062,193613,4
182,Clem Leek,Rest,"Burleson, TX",3E9oQBH768xYj5YuZ9WIH7,0.451,0.249,0,-14.77,1,0.0286,0.876,0.605,0.0475,125.414,153112,4
183,Clem Leek,Rest,The Lights Of New York,5ZVnsPisDu9EkLoTZk209C,0.428,0.298,6,-15.689,1,0.0345,0.899,0.102,0.0384,120.582,182709,4
184,Clem Leek,Rest,Into The Wind,2eTZzov8fuiaQoOtyFF3no,0.475,0.286,9,-13.167,1,0.0324,0.895,0.0961,0.0742,110.751,209639,4
185,Clem Leek,Rest,Exit Tears,5vWdYjC0MJYcU92GNcfHiz,0.299,0.0397,9,-25.212,1,0.039,0.859,0.114,0.185,132.226,38789,5
186,Clem Leek,Rest,Patience Is A Virtue,2KJkKZ6u3QRm9Xpu5I2CPB,0.305,0.168,4,-16.916,1,0.0332,0.852,0.103,0.051,117.312,119064,4
187,Ott,Skylon,The Queen of All Everything,6HJH2v5BIqpKW34nsLV1O7,0.544,0.524,11,-10.96,0,0.0285,0.674,0.115,0.0991,134.042,472400,4
188,Title Fight,Hyperview,Murder Your Memory,5imSIRUGtX4aeRRA81UakE,0.544,0.415,4,-11.612,1,0.0343,0.858,0.0915,0.0662,160.036,156720,4
189,Steven Wilson,Grace for Drowning,Raider Prelude,4aUL94mK40YoSreOU8Q8Um,0.176,0.0396,3,-27.613,1,0.0391,0.993,0.1,0.029,134.966,143293,3
190,Steven Wilson,4 1/2,Year of the Plague,1iMmanKiRKi5pVxhoMYyCO,0.25,0.0751,0,-24.442,1,0.0406,0.942,0.0968,0.0383,158.966,259356,3
191,David Maxim Micic,Bilo III,Everything's Fine,4DvW9bPivuGNgAp8fT9zdR,0.404,0.133,0,-14.879,1,0.0312,0.725,0.49,0.0776,118.237,191053,4
192,Sophie Hutchings,Night Sky,By Night,1v4cP3NM9b1N1u5DpDADxS,0.329,0.203,10,-17.049,1,0.0345,0.908,0.117,0.0422,103.767,329107,3
193,In Love With a Ghost,Let's Go,We've Never Met but Can We Have a Cup of Coffee or Something,5cvbog6wen3r3bBbcwL16U,0.349,0.214,6,-18.295,0,0.0538,0.121,0.321,0.236,201.128,199604,4
194,Benjamin Monday,The Secretary's Daughter,Smoke And Mirrors,2kEd3nFuHAbSLnwfwyi5fW,0.613,0.0197,9,-12.19,0,0.133,0.968,0.118,0.403,71.491,144627,5
195,Steven Wilson,Grace for Drowning,Belle De Jour,3gZLvp9VKl0S96S2Rv81xk,0.362,0.0911,7,-21.017,1,0.0373,0.817,0.121,0.0353,183.392,179427,4
196,Calum Graham,Tabula Rasa,Farewell (feat. Michael Manring),2wxkIxCjB5047xUG5njMQ2,0.266,0.233,2,-18.995,1,0.031,0.957,0.11,0.0819,88.433,272648,4
197,Steven Wilson,Insurgentes (2016 Remaster),Twilight Coda,5wADBzuyR8NCzmxJWSS7pL,0.375,0.176,5,-20.46,0,0.0321,0.899,0.0773,0.032,89.965,204917,4
198,Aeuria,Collection,Norah's Lullaby,07QIkvSRo4ddFlmxniaZsi,0.274,0.185,11,-19.736,0,0.0362,0.928,0.105,0.072,113.893,191634,3
199,Eluvium,Copia,Prelude For Time Feelers,3OtYYnDKs5oMzRorc4jnpW,0.214,0.272,2,-13.276,1,0.0383,0.916,0.115,0.124,113.469,348773,4
200,The Album Leaf,In A Safe Place,Window,5lLAenT4RjwShN3kJyUq6R,0.268,0.0804,2,-18.546,1,0.0533,0.963,0.0593,0.035,67.723,226580,5
201,Liquid Tension Experiment,Liquid Tension Experiment 2,Hourglass,0qPgNvAcbI2mySIiDqBxIE,0.505,0.208,7,-15.143,1,0.0407,0.873,0.327,0.0657,83.599,265533,4
202,Sigur Rós,Valtari,Fjögur píanó,4hxlBScGRBIwP7FYjVzBBN,0.14,0.141,4,-19.327,1,0.0403,0.846,0.12,0.0396,73.649,470000,4
203,Goldmund,The Malady Of Elegance,Threnody,7hyAAjHZaDWSPDzlUYNUIa,0.217,0.00572,2,-30.767,1,0.0394,0.925,0.109,0.174,85.279,281120,4
204,Klrx,Stories Within,Missing You,4UHEqPfJlHmzcjElcY6xu1,0.783,0.0969,0,-16.14,1,0.0364,0.881,0.117,0.0654,120.015,278177,4
205,Marconi Union,Weightless (Ambient Transmission Vol. 2),Weightless Part 1,2UZZtkoLOg7IHxeTAdPFvd,0.0783,0.206,2,-20.611,0,0.0337,0.838,0.179,0.0807,80.341,486840,5
206,All India Radio,All India Radio + Bonus DVD,Evening Star,0EbR69wEU7IuV3loOUxLOx,0.302,0.377,1,-10.043,0,0.0275,0.7,0.308,0.0577,138.825,320533,4
207,Noordpool Orchestra,"Radiohead, A Jazz Symphony",Nude,3JHWJsTzkMceZgPXtzbv7O,0.323,0.228,0,-11.221,0,0.03,0.828,0.108,0.131,109.482,468653,3
208,Izzard,Things Unseen EP,Things Unseen,23pYsW4PhIdUJv8yFYMjFD,0.237,0.0874,4,-18.505,1,0.0648,0.824,0.163,0.15,76.293,245128,4
209,Catching Flies,Komorebi / Mama's Wisdom,Komorebi,287rRN24HNx4pNs0rwNQt8,0.568,0.489,7,-11.22,0,0.0353,0.743,0.106,0.0387,92.992,230342,4
210,Academy Garden,Earth OST,Below the Alpine,275O6wd6DqWH6PGoSdOlC2,0.704,0.608,11,-8.715,1,0.0748,0.825,0.0627,0.526,123.106,243902,4
211,Soda Island,A Trip To Soda Island,Oceans,3HtJM95ShPj5D3jXJTotcl,0.181,0.122,7,-24.737,1,0.0368,0.893,0.0859,0.267,88.719,98226,1
212,RADWIMPS,君の名は。,かたわれ時,08NKLJpiQO9kGuq9oBCzDE,0.557,0.142,5,-14.1,1,0.0451,0.932,0.0937,0.218,129.931,167387,4
213,Porcupine Tree,Signify (Remaster),"""Light Mass Prayers""",7IlzPutBp5cHQ2KTYWDnac,0.115,0.0534,1,-29.682,0,0.0367,0.977,0.1,0.0258,74.792,268653,3
214,Various Artists,Where Stalks The Sandman,A Grapefruit In The World Of Park,25cZ1hejpFTQY8rQ9lV7Xu,0.175,0.0657,7,-27.987,1,0.0494,0.851,0.0837,0.0225,85.469,727387,4
215,Storm Corrosion,Storm Corrosion (Special Edition),Ljudet Innan,1arn1AwDxrsylmS8SBG2y1,0.248,0.0534,6,-25.367,0,0.0379,0.155,0.0873,0.0363,120.07,620013,4
216,晨曦光廊,60km/h,60km/h,4NfMwbwXBYAgTAEyBnfokZ,0.52,0.54,11,-10.345,0,0.0289,0.752,0.304,0.0932,135.031,463613,4
217,Different Sleep,Conflict EP,Slow Things Down,1By5lvXPLlg34gHXFlzPwk,0.538,0.335,4,-19.997,1,0.0595,0.901,0.0857,0.0563,118.097,190042,4
218,Trent Reznor and Atticus Ross,Before the Flood (Music from the Motion Picture),Huaynaputina,4KW6SotIpgtCeAwE5Z1ncX,0.0854,0.114,3,-21.819,0,0.0353,0.909,0.0788,0.0395,64.151,399568,4
219,Adam Young,Apollo 11,First Step on the Surface,2tgkijkP3gSf92W1godgI7,0.15,0.0549,0,-22.294,1,0.0425,0.965,0.0981,0.0647,82.192,108067,4
220,Sound Remedy,Missing U,Missing U,7jtJ9vYNznVyQClE4AbRxb,0.351,0.214,7,-12.83,1,0.0299,0.934,0.136,0.0374,72.032,213333,4
221,Nils Frahm,Music for the Motion Picture Victoria (Bonus Track Version),Them,55c9jHCc9bsryobmiSQyvh,0.496,0.214,6,-21.111,1,0.0323,0.861,0.0759,0.0494,100.031,240648,3
222,Jon E. Amber,"Softly, Gently",Remainder,1ii5lAzacPd9tfeS81nvKM,0.596,0.003,0,-20.254,0,0.135,0.959,0.101,0.387,64.479,179018,4
223,Daniel Lanois,Belladonna,Flametop Green,3jl34exVXaxO2T0XpBkBZl,0.629,0.125,7,-16.983,0,0.0501,0.723,0.102,0.375,135.661,147333,4
224,Bersarin Quartett,II,Hier und Jetzt,2mnf7BXtUYa7wFl251UZC7,0.0711,0.3,7,-17.86,0,0.0376,0.921,0.122,0.0383,64.247,380981,4
225,Bill Frisell,Guitar in the Space Age,Surfer Girl,2Ksw2QttWAoNr9Tkz7IXKA,0.361,0.331,2,-12.154,1,0.0275,0.883,0.188,0.194,173.666,254107,3
226,ichika,she waits patiently,farewell,4vz7KVELfWG3BJkTcdOUaH,0.505,0.165,4,-12.303,0,0.043,2.65e-05,0.0817,0.0487,75.961,176922,4
227,Disasterpeace,Hyper Light Drifter,Panacea,6MZ1AKHEOGdi9b6IqErbJu,0.44,0.00943,8,-25.711,0,0.0555,0.881,0.338,0.0845,67.776,364274,3
228,July Skies,The Weather Clock,Distant Showers Sweep Across Norfolk Schools,4AY8dixByIU6tC0vx0j3qY,0.252,0.219,10,-18.766,0,0.0338,0.929,0.252,0.0464,81.874,270813,4
229,Clem Leek,Lifenotes,Walter,7D07u4rJltvqtif0LGxwrq,0.266,0.0544,3,-20.273,0,0.0566,0.662,0.342,0.206,77.852,222000,5
230,Berlinist,Landscapes,Hold Me Tight,3JQ1n3bt7Hl6ilW46i8QOf,0.18,0.292,3,-13.82,1,0.037,0.923,0.108,0.0837,172.071,271610,3
231,Keegan DeWitt,Hearts Beat Loud (Original Motion Picture Soundtrack),Everything Must Go (Frank Collage),2BY40RfMfBavzsjiTfbow3,0.523,0.366,9,-14.147,1,0.0269,0.876,0.0898,0.23,108.023,214238,4
232,Teen Daze,Glacier,Autumnal,3dlOe3EvVrmK4gsLD5mr9J,0.552,0.69,1,-10.575,1,0.0429,0.878,0.112,0.237,99.994,328813,4
233,Lullatone,While Winter Whispers - EP,Falling Asleep with a Book on Your Chest,6ZRtVAbJQZDqCoDEs2Xgdt,0.139,0.072,7,-27.726,1,0.0683,0.767,0.168,0.0297,67.71,256580,4
234,leon chang,bird world,winter melon valley,5ppzr3TBnVeWIdFI1UWdMW,0.493,0.177,9,-21.108,1,0.114,0.95,0.282,0.0641,120.094,193451,3
235,Yasushi Yoshida,Heavenly Me Last Days,Last Days,2wKV2ewqNf2ZjW4Nn2X5i7,0.27,0.059,11,-15.189,0,0.0382,0.819,0.0896,0.0383,79.159,599547,4
236,GENTLE LOVE,Prescription for Sleep: Undertale,Finally Home,7aJVOIbTlOthOz7XzhXkLc,0.312,0.0388,6,-22.222,1,0.0315,0.0748,0.364,0.105,81.339,515834,3
237,Shigeru Kishida,リラックマとカオルさん オリジナル・サウンドトラック (NETFLIXオリジナルシリーズ),悲しい気持ち,7lwVefyeUDaEqcKOOvx7XP,0.177,0.00178,1,-23.75,1,0.0419,0.845,0.104,0.35,200.789,142167,3
238,SIE Sound Team,Dark Cloud Original Soundtrack,回想,57TXd9OJu3Xsx6mDHteOwJ,0.739,0.171,8,-13.502,0,0.0886,0.949,0.108,0.132,143.944,108427,4
239,Shook,Bicycle Ride,Bicycle Ride,4GkYqdnsWmNPPetlxbhnZ0,0.75,0.394,9,-12.712,0,0.0348,0.912,0.186,0.593,89.965,243120,4
240,The Paper Kites,On the Corner Where You Live,A Gathering on 57th,1cnpE2o3QZSpg6Ma0Sr0cJ,0.52,0.129,0,-15.577,1,0.0356,0.919,0.371,0.51,74.227,90973,3
241,Wave Mage,Breaking the Dream,Breaking the Dream (Lucid Dream Edit),5Z25dBtcA49xWuaXrfaYnH,0.454,0.178,7,-18.003,1,0.0274,0.324,0.132,0.126,90.018,256792,4
242,The Lock-In,The Lock-In,Locked In,30ps6ex21uHnrsnWxXPChA,0.569,0.611,7,-10.91,0,0.0611,0.881,0.127,0.697,193.997,920102,4
243,JBM,Suite Gasolera,Opus 15 'Escolar',49qgmADQt9dHvMmgSo76du,0.684,0.0309,9,-19.815,1,0.0661,0.869,0.326,0.224,101.493,170893,4
244,Kaptan,Friends,Anywhere We Go - Stripped Down,1ySq58mz23a7QPEks7l0bk,0.562,0.403,9,-10.255,0,0.0258,2.78e-06,0.0747,0.284,145.014,218702,4
245,William Fitzsimmons,Gold in the Shadow (Deluxe Version),The Tide Pulls from the Moon - Acoustic Version,4Q8DhGfLRNqHe90i9nnZ7G,0.588,0.214,10,-16.101,1,0.0356,0.127,0.101,0.531,137.871,201227,4
246,Two Ways,Beautiful Times (Feat. Tifanny Wiemken),Beautiful Times (Feat. Tifanny Wiemken),3Qom4Vd1k7SRNAPN9yEDQL,0.398,0.381,11,-11.292,1,0.033,0.704,0.137,0.0462,55.483,200286,4
247,Henry Green,Real,Real,57bUjhQOjEjQYkB23iwsjr,0.445,0.339,2,-13.364,0,0.0769,0.0089,0.144,0.0374,100.389,269115,4
248,Izzard,Threads (feat. Blankts),Threads (feat. Blankts),4eHUTrGii169pLKDzWpw66,0.763,0.51,11,-8.869,1,0.266,0.000294,0.0757,0.361,112.052,173752,4
249,ILLENIUM,Ashes,I'll Be Your Reason,079xATjZNYYUWzDeqYvLeU,0.559,0.777,8,-5.64,0,0.369,0.000198,0.246,0.352,170.114,219882,4
250,Haliia,A Song for You,A Song for You,2GRSt0oQzEuSYq90tUyqqX,0.522,0.378,8,-7.679,0,0.0487,4.44e-05,0.0968,0.0652,120.003,213802,4
251,Adam Jensen,Behold the Man EP,Numb,41VxAKw850FnGNav0W59cN,0.766,0.537,7,-9.641,1,0.0438,0.0018,0.216,0.311,120.003,196500,4
252,Muse,Showbiz,Unintended,6kyxQuFD38mo4S3urD2Wkw,0.487,0.279,6,-11.586,0,0.0265,0.00185,0.11,0.162,139.362,237027,4
253,Oh Wonder,Oh Wonder,White Blood,3sZfQB5uYTJmA4QnB8dv7P,0.477,0.229,0,-14.402,1,0.0555,0.000446,0.196,0.0819,131.28,257427,4
254,William Fitzsimmons,Gold in the Shadow (Deluxe Version),The Tide Pulls From the Moon,56vLzNRHe8ByKgMDlujYzj,0.607,0.453,0,-10.569,0,0.0278,0.737,0.114,0.261,126.88,219383,4
255,Made in Heights,Without My Enemy What Would I Do,Cry,4dXSmuywHPZ5SR8Z4Wdf3e,0.858,0.391,11,-11.848,0,0.0781,0.561,0.29,0.751,123.971,249650,4
256,Incubus,Morning View,Aqueous Transmission,5M67k54BVUDADZPryaqV1y,0.415,0.456,9,-12.082,1,0.0352,0.763,0.178,0.0935,151.937,466560,4
257,Hydrogen Sea,Court The Dark,Leave A Mark,0p4kPQukP69pqX9pgkbFON,0.498,0.319,4,-11.086,0,0.0356,0.205,0.139,0.0431,138.07,217813,4
258,Hydrogen Sea,If The Stars Grow Dim Tonight,If The Stars Grow Dim Tonight,2pnVwijADk1dsdOpL4GYYt,0.515,0.176,9,-17.601,0,0.0329,0.609,0.0717,0.0378,115.954,258017,4
259,Brolly,Hollow Home Rd,Hollow Home Rd,50e8CZRLfPWaP3qaXB8ttR,0.369,0.273,0,-5.71,1,0.0317,2.31e-05,0.103,0.174,146.652,263752,3
260,Vancouver Sleep Clinic,Someone To Stay,Someone To Stay,7tMbZ0RGW0jFsBw7ipEPEV,0.436,0.473,1,-7.24,1,0.0307,4.35e-05,0.103,0.242,108.906,254013,4
261,The xx,Coexist,Angels,1zuKjpp4t7BS8JPKi6mkQr,0.424,0.157,9,-18.141,1,0.0428,0.0593,0.101,0.342,91.537,171653,4
262,Blue Foundation,Blood Moon,Watch You Sleeping,1BKx5txBcwZUki7J24MlsX,0.339,0.295,1,-13.734,0,0.0504,0.0564,0.117,0.044,130.977,186870,4
263,Crywolf,St. Patrick,St. Patrick,1chajyFvaLyozRyF5xhlR3,0.487,0.67,4,-5.309,0,0.0439,0.00158,0.347,0.175,119.767,244000,4
264,Koda,Staying,Staying,5G5ogjmnQxSQG9cskbNEse,0.267,0.244,4,-14.014,0,0.0447,0.314,0.0873,0.137,179.209,264046,3
265,Koda,The Warmth,The Warmth,2PrNxkLKx9mgGGJQNyIXGA,0.329,0.34,4,-10.722,0,0.0417,0.000481,0.147,0.0883,102.908,230857,4
266,Koda,The Last Stand,The Last Stand,0d5ZsRLGWEji6wcXYe4BOQ,0.236,0.429,2,-9.811,1,0.0314,0.264,0.0919,0.0359,63.219,524750,3
267,Nick Leng,Tunnels and Planes,Inside Your Mind (feat. Carmody),6AWOXprb2vhZOhHU6Yo5Hm,0.5,0.645,2,-6.608,1,0.0286,0.338,0.0986,0.0398,100.997,263762,4
268,Novo Amor,Anchor,Anchor,6x6XKEUcCJGUACD4Xh7KuP,0.486,0.356,9,-13.649,1,0.0318,0.861,0.0986,0.111,117.141,256282,4
269,Novo Amor,Callow,Callow,0GikMdByUSpDt71FrqSvbv,0.365,0.392,1,-11.77,1,0.0304,0.695,0.107,0.0899,109.951,196491,4
270,Vallis Alps,Vallis Alps,Reprieve,0nJxpokJ3D8OOZW4zxVbcI,0.708,0.276,0,-11.509,0,0.0309,0.254,0.103,0.381,139.994,254665,4
271,Koda,Angel,Angel,0vqHOZzWEd7CpCPj32Cez8,0.282,0.4,5,-10.306,1,0.031,0.000896,0.105,0.136,74.234,256000,3
272,ODESZA,Summer's Gone,Intro,7ISreWAUq3CMXWWJHfmPzP,0.56,0.708,4,-12.956,0,0.804,1.72e-06,0.335,0.886,108.069,34000,1
273,Benjamin Francis Leftwich,After The Rain,Just Breathe,7H5cTOYZK4q2R8tS3BjAVR,0.624,0.574,9,-8.123,1,0.0275,0.000157,0.118,0.362,118.024,228093,4
274,Benjamin Francis Leftwich,Last Smoke Before the Snowstorm,Stole You Away,7dE1Wx1M6d7X0oS51ektFg,0.452,0.448,3,-10.83,0,0.0332,0.000637,0.0929,0.372,141.87,217533,4
275,Sufjan Stevens,Carrie & Lowell,All of Me Wants All of You,4dl77NeP009biypEUuEs8u,0.437,0.282,11,-17.455,0,0.0481,0.00174,0.115,0.163,143.934,221711,4
276,Ghost Loft,So High,So High,6UUOkhXDWTqVYjzqNJ1F0x,0.414,0.426,1,-12.223,0,0.0351,0.877,0.0995,0.0394,158.044,187993,4
277,Sean Heathcliff,Kagu,Shadow of the Wind,2rIjbmeWiNJeTa26yfJr2t,0.466,0.322,9,-11.902,1,0.0345,0.0493,0.111,0.145,113.44,230101,4
278,Behaving,Behaving,Vivisect,7KfXCBn5IXxJkJykYPaecU,0.718,0.47,10,-11.593,1,0.0427,0.641,0.177,0.219,120.038,282613,4
279,Wet,Wet,Don't Wanna Be Your Girl,3vqivv428r4JzdiEmkefb5,0.642,0.211,0,-13.486,1,0.0504,0.0043,0.108,0.171,129.926,175013,4
280,Haux,All We've Known,Sister,0HFBVwKtD5kBrQQseDwagJ,0.453,0.0287,8,-22.37,1,0.136,0.000113,0.101,0.473,187.229,133600,3
281,Haux,All We've Known,Caves,6mHw0o12JUfDodSxMwp8TI,0.554,0.318,3,-13.288,0,0.0392,0.397,0.123,0.0565,130.11,233240,4
282,Daughter,Spotify Sessions,Smother,4Hy36Zxvy4o96mpjDInDzX,0.458,0.132,1,-16.75,1,0.0366,0.0397,0.118,0.169,113.056,284067,4
283,John Mayer,Inside Wants Out,Quiet - EP Version,2Sdkwd9ptjUCcYR9uPECmx,0.557,0.0695,6,-14.11,1,0.0383,8.92e-05,0.104,0.126,103.23,200533,3
284,Mountains of the Moon,Bayou,Bayou,5MsucVNvx0DmJtmlXJORj9,0.343,0.0972,10,-16.212,0,0.0342,0.0237,0.0875,0.0983,157.885,443999,3
285,Doji,Blue,Blue,63sQ2d3jROb3vpj4yMUAUo,0.43,0.361,7,-11.491,1,0.0449,0.0,0.373,0.423,80.338,170000,4
286,Flight Facilities,Clair De Lune (feat. Christine Hoberg),Clair De Lune (feat. Christine Hoberg),2kdB12otNiHce7yyBfE38w,0.657,0.35,6,-13.573,1,0.0281,0.778,0.0878,0.0815,115.0,462288,4
287,Garden City Movement,Entertainment,Move On,6xPkf69rcfWM0Jfll6V3uo,0.501,0.551,9,-7.567,1,0.0336,0.433,0.641,0.0681,117.277,251733,4
288,Iron & Wine,Around The Well,The Trapeze Swinger,7f1rzHP8aCGTHjTq9CIYqo,0.607,0.399,2,-12.163,1,0.036,0.000304,0.1,0.689,75.477,571080,4
289,Benjamin Francis Leftwich,Last Smoke Before the Snowstorm,Last Smoke Before The Snowstorm,4VogzjLyYyWPRuBrQBoRQH,0.438,0.23,9,-13.987,1,0.0279,0.0,0.113,0.371,104.96,190373,4
290,Japanese Wallpaper,Japanese Wallpaper (Deluxe),Arrival,5sRclg7PPjvakws8COVa5S,0.474,0.214,11,-14.873,1,0.0318,0.621,0.0998,0.0394,115.014,315888,4
291,Mew,+ -,Cross the River On Your Own,5aVCNslnIOWphtIAHb7hgu,0.515,0.383,7,-7.755,1,0.0275,0.000193,0.117,0.0389,108.0,448834,3
292,Wafia,XXIX,Fading Through,7wcddWt1M8Ch5tXydfOC7l,0.294,0.0693,11,-16.983,0,0.038,0.000579,0.0958,0.0972,103.628,260749,4
293,Blackbird Blackbird,Tangerine Sky,Grow Old With Me (Don't Let Go),43kb7GvQd8E222anxDrLTU,0.561,0.532,2,-9.422,1,0.039,0.11,0.137,0.475,117.994,246250,4
294,William Fitzsimmons,Derivatives,I Don't Feel It Anymore,0mZW0oEtrYDS0jsVSbzOXO,0.676,0.205,0,-14.508,1,0.0316,0.00299,0.11,0.303,112.83,210680,4
295,Haux,All We've Known,Seaside,04UiSTILl9GY5vRotNFBlJ,0.341,0.354,2,-15.346,1,0.0846,0.0782,0.155,0.117,124.872,206160,1
